//数据集,标签,经度,纬度,级别,国家,省,市,区县,乡镇,村庄,确认,疑似,治愈,死亡,新增确诊,新增疑似,新增治愈,新增死亡,说明,时间
"新型冠状病毒肺炎","",104.679114,31.46745,"市","中国","四川","绵阳","","","",14,0,1,0,2,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",104.778442,29.33903,"市","中国","四川","自贡","","","",9,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",104.627636,30.128901,"市","中国","四川","资阳","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",107.468023,31.209571,"市","中国","四川","达州","","","",9,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",105.592898,30.532847,"市","中国","四川","遂宁","","","",5,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",103.013261,29.980537,"市","中国","四川","雅安","","","",5,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.200983,39.084158,"省","中国","天津","","","","",48,0,1,0,7,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.314324,39.086569,"市","中国","天津","东丽区","","","",3,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.150738,39.138203,"市","中国","天津","南开区","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.208125,39.118897,"市","中国","天津","和平区","","","",4,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.826625,39.329858,"市","中国","天津","宁河区","","","",3,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.309863,39.717379,"市","中国","天津","宝坻区","","","",5,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.251587,39.128291,"市","中国","天津","河东区","","","",9,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.196648,39.147869,"市","中国","天津","河北区","","","",9,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.223372,39.109563,"市","中国","天津","河西区","","","",3,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.78067,39.246083,"市","中国","天津","滨海新区","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.151533,39.167345,"市","中国","天津","红桥区","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.013949,39.141591,"市","中国","天津","西青区","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",106.258754,38.471317,"省","中国","宁夏","","","","",31,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",105.196902,37.499972,"市","中国","宁夏","中卫","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",106.198393,37.99746,"市","中国","宁夏","吴忠","","","",7,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",106.24261,36.015855,"市","中国","宁夏","固原","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",106.586197,38.164406,"市","中国","宁夏","宁东管委会","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",106.230909,38.487193,"市","中国","宁夏","银川","","","",16,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.284922,31.861184,"省","中国","安徽","","","","",408,0,7,0,68,0,2,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.778676,33.844582,"市","中国","安徽","亳州","","","",30,0,2,0,5,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.521854,31.733699,"市","中国","安徽","六安","","","",13,0,1,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.227239,31.820586,"市","中国","安徽","合肥","","","",59,0,2,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.063754,30.543494,"市","中国","安徽","安庆","","","",43,0,0,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.758816,30.940718,"市","中国","安徽","宣城","","","",4,0,1,0,0,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.964356,33.646373,"市","中国","安徽","宿州","","","",14,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.491568,30.6648,"市","中国","安徽","池州","","","",6,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.798265,33.955844,"市","中国","安徽","淮北","","","",6,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.999932,32.625478,"市","中国","安徽","淮南","","","",6,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.317106,32.301556,"市","中国","安徽","滁州","","","",6,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.432941,31.352859,"市","中国","安徽","芜湖","","","",16,0,1,0,1,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.389719,32.916287,"市","中国","安徽","蚌埠","","","",26,0,0,0,10,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.812079,30.945429,"市","中国","安徽","铜陵","","","",16,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.814204,32.890124,"市","中国","安徽","阜阳","","","",59,0,0,0,12,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.506759,31.670452,"市","中国","安徽","马鞍山","","","",27,0,0,0,5,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.337481,29.714655,"市","中国","安徽","黄山","","","",9,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.020359,36.66853,"省","中国","山东","","","","",246,0,6,0,21,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.356448,35.104672,"市","中国","山东","临沂","","","",24,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",122.120419,37.513068,"市","中国","山东","威海","","","",24,0,2,0,0,0,2,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.357464,37.434092,"市","中国","山东","德州","","","",19,0,1,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.526888,35.416377,"市","中国","山东","日照","","","",11,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.323725,34.810487,"市","中国","山东","枣庄","","","",15,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.087614,36.200252,"市","中国","山东","泰安","","","",9,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.119999,36.651216,"市","中国","山东","济南","","","",19,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.587098,35.414921,"市","中国","山东","济宁","","","",14,0,1,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.054927,36.813487,"市","中国","山东","淄博","","","",12,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.970703,37.38199,"市","中国","山东","滨州","","","",10,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.161755,36.706774,"市","中国","山东","潍坊","","","",11,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",121.447935,37.463822,"市","中国","山东","烟台","","","",20,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.985371,36.456703,"市","中国","山东","聊城","","","",9,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.480656,35.23375,"市","中国","山东","菏泽","","","",9,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.382639,36.067082,"市","中国","山东","青岛","","","",24,0,1,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.562398,37.873531,"省","中国","山西","","","","",66,0,2,0,10,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",111.518976,36.088005,"市","中国","山西","临汾","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",111.144319,37.518314,"市","中国","山西","吕梁","","","",5,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.300129,40.076762,"市","中国","山西","大同","","","",8,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.548879,37.87059,"市","中国","山西","太原","","","",6,0,1,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.734174,38.416663,"市","中国","山西","忻州","","","",3,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.752694,37.687024,"市","中国","山西","晋中","","","",13,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.851831,35.490701,"市","中国","山西","晋城","","","",3,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.432825,39.331595,"市","中国","山西","朔州","","","",3,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",111.007528,35.026412,"市","中国","山西","运城","","","",10,0,1,0,0,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.116255,36.195386,"市","中国","山西","长治","","","",3,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.580519,37.856971,"市","中国","山西","阳泉","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.26653,23.132191,"省","中国","广东","","","","",683,0,14,0,79,0,2,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.751765,23.020536,"市","中国","广东","东莞","","","",27,0,0,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.392782,22.517645,"市","中国","广东","中山","","","",21,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.121416,23.021548,"市","中国","广东","佛山","","","",43,0,1,0,4,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.264434,23.129162,"市","中国","广东","广州","","","",179,0,3,0,29,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.416196,23.111847,"市","中国","广东","惠州","","","",23,0,1,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.372831,23.549993,"市","中国","广东","揭阳","","","",6,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.122238,24.288615,"市","中国","广东","梅州","","","",7,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.681972,23.354091,"市","中国","广东","汕头","","","",15,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.375278,22.786211,"市","中国","广东","汕尾","","","",4,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.081901,22.578738,"市","中国","广东","江门","","","",3,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.700447,23.743538,"市","中国","广东","河源","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.057868,22.543099,"市","中国","广东","深圳","","","",207,0,5,0,37,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.056031,23.681763,"市","中国","广东","清远","","","",6,0,2,0,0,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.359377,21.270707,"市","中国","广东","湛江","","","",14,0,1,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.622603,23.65695,"市","中国","广东","潮州","","","",4,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.576726,22.270715,"市","中国","广东","珠海","","","",47,0,1,0,9,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.465091,23.047191,"市","中国","广东","肇庆","","","",7,0,1,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.925456,21.662999,"市","中国","广东","茂名","","","",3,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",111.982232,21.857958,"市","中国","广东","阳江","","","",10,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.597522,24.810403,"市","中国","广东","韶关","","","",5,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",108.327546,22.815478,"省","中国","广西","","","","",127,0,2,0,16,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.119927,21.481254,"市","中国","广西","北海","","","",23,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",108.366543,22.817002,"市","中国","广西","南宁","","","",16,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.415953,24.325502,"市","中国","广西","柳州","","","",12,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.290194,25.273566,"市","中国","广西","桂林","","","",23,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",111.279115,23.476962,"市","中国","广西","梧州","","","",5,0,1,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",108.085261,24.692931,"市","中国","广西","河池","","","",6,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.164756,22.636379,"市","中国","广西","玉林","","","",7,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",106.618201,23.902333,"市","中国","广西","百色","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.598926,23.11153,"市","中国","广西","贵港","","","",4,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",111.566694,24.403582,"市","中国","广西","贺州","","","",3,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",108.654146,21.979933,"市","中国","广西","钦州","","","",2,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",108.353846,21.68686,"市","中国","广西","防城港","","","",8,0,1,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",87.627704,43.793026,"省","中国","新疆","","","","",24,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",87.627704,43.793026,"省","中国","新疆","","","","",24,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",87.616848,43.825592,"市","中国","新疆","乌鲁木齐","","","",8,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",81.324136,43.916823,"市","中国","新疆","伊犁州","","","",5,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",-200.0,-200.0,"市","中国","新疆","兵团第九师","","","",4,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",89.189651,42.951382,"市","中国","新疆","吐鲁番","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",-200.0,-200.0,"市","中国","新疆","第七师","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",86.08046,44.305428,"市","中国","新疆","第八师石河子","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",80.260605,41.168779,"市","中国","新疆","阿克苏","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.763232,32.061707,"省","中国","江苏","","","","",271,0,7,0,35,0,-1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.796877,32.060255,"市","中国","江苏","南京","","","",35,0,2,0,7,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.894291,31.980171,"市","中国","江苏","南通","","","",17,0,0,0,5,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.275198,33.963232,"市","中国","江苏","宿迁","","","",8,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.973987,31.810689,"市","中国","江苏","常州","","","",15,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.284124,34.205768,"市","中国","江苏","徐州","","","",30,0,0,0,7,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.412966,32.39421,"市","中国","江苏","扬州","","","",13,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.31191,31.491169,"市","中国","江苏","无锡","","","",19,0,0,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.923116,32.455778,"市","中国","江苏","泰州","","","",17,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.015285,33.610353,"市","中国","江苏","淮安","","","",13,0,1,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.163561,33.347382,"市","中国","江苏","盐城","","","",15,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.585315,31.298886,"市","中国","江苏","苏州","","","",38,0,3,0,4,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.221611,34.596653,"市","中国","江苏","连云港","","","",13,0,1,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.425836,32.187849,"市","中国","江苏","镇江","","","",3,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.909228,28.675696,"省","中国","江西","","","","",391,0,18,0,58,0,8,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.943433,28.454863,"市","中国","江西","上饶","","","",19,0,1,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.00193,29.705077,"市","中国","江西","九江","","","",55,0,2,0,12,0,2,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.858197,28.682892,"市","中国","江西","南昌","","","",89,0,1,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.992509,27.113443,"市","中国","江西","吉安","","","",12,0,1,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.416778,27.815619,"市","中国","江西","宜春","","","",31,0,1,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.358181,27.949217,"市","中国","江西","抚州","","","",24,0,0,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.917346,27.817808,"市","中国","江西","新余","","","",43,0,3,0,3,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.178419,29.268835,"市","中国","江西","景德镇","","","",3,0,1,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.854556,27.622768,"市","中国","江西","萍乡","","","",15,0,1,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.935029,25.831829,"市","中国","江西","赣州","","","",33,0,1,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.069202,28.260189,"市","中国","江西","鹰潭","","","",8,0,0,0,4,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.468664,38.037057,"省","中国","河北","","","","",113,0,3,1,9,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.464806,38.873891,"市","中国","河北","保定","","","",13,0,2,0,2,0,2,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.180193,39.630867,"市","中国","河北","唐山","","","",11,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.683752,39.538047,"市","中国","河北","廊坊","","","",11,0,1,0,0,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.479191,29.117096,"市","中国","河北","张家界","","","",9,0,0,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",117.96241,40.954071,"市","中国","河北","承德","","","",2,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",116.838834,38.304477,"市","中国","河北","沧州","","","",19,0,0,1,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.51486,38.042307,"市","中国","河北","石家庄","","","",13,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.600492,39.935385,"市","中国","河北","秦皇岛","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.670177,37.73892,"市","中国","河北","衡水","","","",4,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.504844,37.070589,"市","中国","河北","邢台","","","",10,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.538961,36.625657,"市","中国","河北","邯郸","","","",11,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.753602,34.765515,"省","中国","河南","","","","",566,0,14,2,73,0,10,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",111.200135,34.772493,"市","中国","河南","三门峡","","","",7,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.091023,32.146983,"市","中国","河南","信阳","","","",88,0,4,0,18,0,4,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.528321,32.990833,"市","中国","河南","南阳","","","",76,0,1,2,10,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.696951,33.626149,"市","中国","河南","周口","","","",40,0,1,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.65637,34.414172,"市","中国","河南","商丘","","","",36,0,0,0,7,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.392392,36.097577,"市","中国","河南","安阳","","","",24,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.192661,33.766169,"市","中国","河南","平顶山","","","",14,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.307581,34.797239,"市","中国","河南","开封","","","",11,0,0,0,3,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.9268,35.303004,"市","中国","河南","新乡","","","",21,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",112.45404,34.619682,"市","中国","河南","洛阳","","","",7,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.016539,33.581412,"市","中国","河南","漯河","","","",16,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",115.029215,35.761829,"市","中国","河南","濮阳","","","",3,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.241823,35.215892,"市","中国","河南","焦作","","","",7,0,0,0,5,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.85264,34.035506,"市","中国","河南","许昌","","","",13,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",113.625368,34.746599,"市","中国","河南","郑州","","","",65,0,1,0,9,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.022298,33.011529,"市","中国","河南","驻马店","","","",46,0,0,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",114.297272,35.747225,"市","中国","河南","鹤壁","","","",8,0,0,0,2,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.152791,30.267446,"省","中国","浙江","","","","",724,0,36,0,63,0,13,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.922796,28.46763,"市","中国","浙江","丽水","","","",14,0,1,0,6,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",121.420757,28.656386,"市","中国","浙江","台州","","","",100,0,4,0,5,0,3,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.755486,30.746129,"市","中国","浙江","嘉兴","","","",19,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",121.550357,29.874556,"市","中国","浙江","宁波","","","",66,0,1,0,11,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.15507,30.274084,"市","中国","浙江","杭州","","","",110,0,2,0,12,0,2,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.699366,27.994267,"市","中国","浙江","温州","","","",265,0,10,0,24,0,3,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.086823,30.894348,"市","中国","浙江","湖州","","","",6,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",120.580232,30.029752,"市","中国","浙江","绍兴","","","",27,0,1,0,3,0,1,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",122.207215,29.985295,"市","中国","浙江","舟山","","","",7,0,1,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",118.859457,28.970079,"市","中国","浙江","衢州","","","",13,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",119.647444,29.079059,"市","中国","浙江","金华","","","",34,0,3,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.349228,20.017377,"省","中国","海南","","","","",69,0,4,1,7,0,3,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.391073,18.795143,"市","中国","海南","万宁","","","",8,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.511909,18.252847,"市","中国","海南","三亚","","","",17,0,4,0,2,0,3,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",108.651815,19.095351,"市","中国","海南","东方","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.690508,19.912026,"市","中国","海南","临高县","","","",4,0,0,0,1,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.173055,18.75026,"市","中国","海南","乐东","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.580811,19.521134,"市","中国","海南","儋州","","","",6,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",110.358891,19.681434,"市","中国","海南","定安县","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
"新型冠状病毒肺炎","",109.055724,19.298062,"市","中国","海南","昌江县","","","",1,0,0,0,0,0,0,0,"","2020-02-02 13:00:00"
