# 制作：北京语言大学-汉语国际教育技术研发中心 http://nlp.blcu.edu.cn
"Idiom","Pinyin"
自吹自擂,zi4_chui1_zi4_lei4
自得其乐,zi4_de2_qi2_le4
自高自大,zi4_gao1_zi4_da4
自告奋勇,zi4_gao4_fen4_yong3
自给自足,zi4_ji3_zi4_zu2
自顾不暇,zi4_gu4_bu4_xia2
自掘坟墓,zi4_jue2_fen2_mu4
自愧不如,zi4_kui4_bu4_ru2
自力更生,zi4_li4_geng1_sheng1
自鸣得意,zi4_ming2_de2_yi4
自命不凡,zi4_ming4_bu4_fan2
自欺欺人,zi4_qi1_qi1_ren2
自强不息,zi4_qiang2_bu4_xi1
自取灭亡,zi4_qu3_mie4_wang2
自然而然,zi4_ran2_er2_ran2
自生自灭,zi4_sheng1_zi4_mie4
自食其果,zi4_shi2_qi2_guo3
自食其力,zi4_shi2_qi2_li4
自食其言,zi4_shi2_qi2_yan2
自始至终,zi4_shi3_zhi4_zhong1
自私自利,zi4_si1_zi4_li4
自讨苦吃,zi4_tao2_ku3_chi1
自讨没趣,zi4_tao3_mei2_qu4
自投罗网,zi4_tou2_luo1_wang3
自我标榜,zi4_wo3_biao1_bang3
自我陶醉,zi4_wo3_tao2_zui4
自我牺牲,zi4_wo3_xi1_sheng1
自相残害,zi4_xiang1_can2_hai4
自相残杀,zi4_xiang1_can2_sha1
自相惊扰,zi4_xiang1_jing1_rao3
自相矛盾,zi4_xiang1_mao2_dun4
自相鱼肉,zi4_xiang1_yu2_rou4
自言自语,zi4_yan2_zi4_yu3
自以为是,zi4_yi3_wei2_shi4
自由自在,zi4_you2_zi4_zai4
自圆其说,zi4_yuan2_qi2_shuo1
自知之明,zi4_zhi1_zhi1_ming2
自做主张,zi4_zuo4_zhu3_zhang1
自作聪明,zi4_zuo4_cong1_ming2
自作自受,zi4_zuo4_zi4_shou4
字里行间,zi4_li3_hang2_jian1
字斟句酌,zi4_zhen1_ju4_zhuo2
纵横驰骋,zong4_heng2_chi2_cheng3
纵横交错,zong4_heng2_jiao1_cuo4
纵虎归山,zong4_hu3_gui1_shan1
走漏风声,zou3_lou4_feng1_sheng1
走马观花,zou2_ma3_guan1_hua1
走马看花,zou2_ma3_kan4_hua1
走马上任,zou2_ma3_shang4_ren4
走南闯北,zou3_nan2_chuang2_bei3
走投无路,zou3_tou2_wu2_lu4
走头无路,zou3_tou2_wu2_lu4
足智多谋,zu2_zhi4_duo1_mou2
醉生梦死,zui4_sheng1_meng4_si3
罪不容诛,zui4_bu4_rong2_zhu1
罪大恶极,zui4_da4_e4_ji2
罪恶滔天,zui4_e4_tao1_tian1
罪魁祸首,zui4_kui2_huo4_shou3
罪孽深重,zui4_nie4_shen1_zhong4
罪有应得,zui4_you3_ying1_de2
尊老爱幼,zun1_lao3_ai4_you4
左顾右盼,zuo2_gu4_you4_pan4
左邻右舍,zuo3_lin2_you4_she4
左右逢源,zuo2_you4_feng2_yuan2
左右开弓,zuo2_you4_kai1_gong1
左右手,zuo2_you4_shou3
左右为难,zuo3_you4_wei2_nan2
做贼心虚,zuo4_zei2_xin1_xu1
作恶多端,zuo4_e4_duo1_duan1
作茧自缚,zuo4_jian3_zi4_fu4
作威作福,zuo4_wei1_zuo4_fu2
坐吃山空,zuo4_chi1_shan1_kong1
坐地分赃,zuo4_di4_fen1_zang1
坐观成败,zuo4_guan1_cheng2_bai4
坐井观天,zuo4_jing3_guan1_tian1
坐立不安,zuo4_li4_bu4_an1
坐失良机,zuo4_shi1_liang2_ji1
坐视不救,zuo4_shi4_bu2_jiu4
坐收渔利,zuo4_shou1_yu2_li4
坐卧不安,zuo4_wo4_bu4_an1
坐卧不宁,zuo4_wo4_bu4_ning2
坐享其成,zuo4_xiang3_qi2_cheng2
坐以待毙,zuo4_yi3_dai4_bi4
座无虚席,zuo4_wu2_xu1_xi2
亘古未有,gen4_gu3_wei4_you3
侃侃而谈,kan2_kan3_er2_tan2
偃旗息鼓,yan3_qi2_xi1_gu3
冥思苦索,ming2_si1_ku2_suo3
冥思苦想,ming2_si1_ku2_xiang3
莺歌燕舞,ying1_ge1_yan4_wu3
扪心自问,men2_xin1_zi4_wen4
叱咤风云,chi4_zha4_feng1_yun2
咄咄逼人,duo1_duo1_bi1_ren2
咄咄怪事,duo1_duo1_guai4_shi4
喋喋不休,die2_die2_bu4_xiu1
嗤之以鼻,chi1_zhi1_yi3_bi2
囫囵吞枣,hu2_lun2_tun1_zao3
岌岌可危,ji2_ji2_ke3_wei1
峥嵘岁月,zheng1_rong2_sui4_yue4
徇情枉法,xun4_qing2_wang2_fa3
徇私舞弊,xun4_si1_wu3_bi4
怏怏不乐,yang4_yang4_bu2_le4
惘然若失,wang3_ran2_ruo4_shi1
沆瀣一气,hang4_xie4_yi2_qi4
泾渭不分,jing1_wei4_bu4_fen1
泾渭分明,jing1_wei4_fen1_ming2
寤寐思之,wu4_mei4_si1_zhi1
迥然不同,jiong3_ran2_bu4_tong2
逍遥法外,xiao1_yao2_fa3_wai4
逍遥自得,xiao1_yao2_zi4_de2
逍遥自在,xiao1_yao2_zi4_zai4
姹紫嫣红,cha4_zi3_yan1_hong2
娓娓动听,wei2_wei3_dong4_ting1
嫣然一笑,yan1_ran2_yi2_xiao4
嬉皮笑脸,xi1_pi2_xiao4_lian3
瑕不掩瑜,xia2_bu4_yan3_yu2
杞人忧天,qi3_ren2_you1_tian1
杳无音信,yao3_wu2_yin1_xin4
杳无音讯,yao3_wu2_yin1_xun4
栩栩如生,xu2_xu3_ru2_sheng1
昙花一现,tan2_hua1_yi2_xian4
贻害无穷,yi2_hai4_wu2_qiong2
贻笑大方,yi2_xiao4_da4_fang1
脍炙人口,kuai4_zhi4_ren2_kou3
旌旗招展,jing1_qi2_zhao1_zhan3
忐忑不安,tan3_te4_bu4_an1
瞠目结舌,cheng1_mu4_jie1_she2
皓月当空,hao4_yue4_dang1_kong1
鹦鹉学舌,ying1_wu3_xue2_she2
鹬蚌相争,yu4_bang4_xiang1_zheng1
蚍蜉撼树,pi2_fu2_han4_shu4
蛟龙得水,jiao1_long2_de2_shui3
蜻蜓点水,qing1_ting2_dian2_shui3
螳臂当车,tang2_bi4_dang1_che1
罄竹难书,qing4_zhu2_nan2_shu1
翩翩起舞,pian1_pian1_qi2_wu3
翩跹起舞,pian1_xian1_qi2_wu3
酩酊大醉,ming2_ding3_da4_zui4
蹉跎岁月,cuo1_tuo2_sui4_yue4
龇牙咧嘴,zi1_ya2_lie1_zui3
鳄鱼眼泪,e4_yu2_yan3_lei4
鳏寡孤独,guan1_gua3_gu1_du2
麟凤龟龙,lin2_feng4_gui1_long2
麟角凤觜,lin2_jue2_feng4_zi1
黯然失色,an4_ran2_shi1_se4
