# 现代汉语语料库词语分词类频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
"Word","Rank","Token","Catelog","Count","Frequency","Cumulative frequency"
下去,1331,vd,趋向动词,1001.0,0.0105,63.92690000000019
革命,1332,a,形容词,1000.0,0.0105,63.93740000000019
带,1333,n,名词,999.0,0.0105,63.96890000000019
画,1334,n,名词,999.0,0.0105,63.95840000000019
底,1335,n,名词,999.0,0.0105,63.94790000000019
报告,1336,n,名词,998.0,0.0104,63.97930000000019
不是,1337,v,动词,998.0,0.0104,63.989700000000184
道,1338,n,名词,998.0,0.0104,64.00010000000019
充满,1339,v,动词,997.0,0.0104,64.01050000000019
自我,1340,r,代词,995.0,0.0104,64.0209000000002
下降,1341,v,动词,993.0,0.0104,64.0313000000002
食物,1342,n,名词,993.0,0.0104,64.0417000000002
海水,1343,n,名词,993.0,0.0104,64.05210000000021
至于,1344,v,动词,992.0,0.0104,64.06250000000021
弄,1345,v,动词,992.0,0.0104,64.07290000000022
不足,1346,a,形容词,991.0,0.0104,64.11450000000023
原料,1347,n,名词,991.0,0.0104,64.10410000000023
且,1348,c,连词,991.0,0.0104,64.08330000000022
否定,1349,v,动词,991.0,0.0104,64.09370000000023
决不,1350,d,副词,991.0,0.0104,64.12490000000024
含有,1351,v,动词,990.0,0.0104,64.13530000000024
社员,1352,n,名词,989.0,0.0103,64.14560000000024
读,1353,v,动词,988.0,0.0103,64.15590000000024
人体,1354,n,名词,987.0,0.0103,64.18680000000025
最高,1355,a,形容词,987.0,0.0103,64.16620000000025
打开,1356,v,动词,987.0,0.0103,64.17650000000025
平等,1357,a,形容词,985.0,0.0103,64.22800000000025
认识,1358,n,名词,985.0,0.0103,64.19710000000025
为主,1359,v,动词,985.0,0.0103,64.20740000000025
南,1360,nd,方位名词,985.0,0.0103,64.21770000000025
显然,1361,a,形容词,983.0,0.0103,64.23830000000025
含,1362,v,动词,982.0,0.0103,64.24860000000025
宪法,1363,n,名词,982.0,0.0103,64.25890000000025
度,1364,n,名词,981.0,0.0103,64.26920000000025
响,1365,v,动词,980.0,0.0103,64.28980000000026
回家,1366,v,动词,980.0,0.0103,64.27950000000025
嘴,1367,n,名词,979.0,0.0102,64.30000000000025
玻璃,1368,n,名词,978.0,0.0102,64.31020000000025
活,1369,v,动词,977.0,0.0102,64.32040000000025
飞,1370,v,动词,977.0,0.0102,64.33060000000025
父母,1371,n,名词,977.0,0.0102,64.34080000000024
良好,1372,a,形容词,976.0,0.0102,64.35100000000024
科学家,1373,n,名词,975.0,0.0102,64.36120000000024
形,1374,n,名词,974.0,0.0102,64.37140000000024
工作,1375,v,动词,973.0,0.0102,64.38160000000023
需,1376,v,动词,972.0,0.0102,64.39180000000023
永远,1377,d,副词,972.0,0.0102,64.40200000000023
左,1378,nd,方位名词,972.0,0.0102,64.41220000000023
公民,1379,n,名词,972.0,0.0102,64.42240000000022
听说,1380,v,动词,971.0,0.0102,64.43260000000022
个别,1381,a,形容词,971.0,0.0102,64.44280000000022
言,1382,v,动词,970.0,0.0102,64.45300000000022
贡献,1383,n,名词,970.0,0.0102,64.46320000000021
利润,1384,n,名词,969.0,0.0101,64.47330000000021
货币,1385,n,名词,968.0,0.0101,64.4834000000002
叶,1386,n,名词,966.0,0.0101,64.4935000000002
不久,1387,nt,时间名词,966.0,0.0101,64.50360000000019
种,1388,v,动词,965.0,0.0101,64.51370000000018
是不是,1389,v,动词,964.0,0.0101,64.52380000000018
权力,1390,n,名词,963.0,0.0101,64.53390000000017
丈夫,1391,n,名词,961.0,0.0101,64.54400000000017
追求,1392,v,动词,960.0,0.01,64.55400000000017
定,1393,v,动词,960.0,0.01,64.56400000000018
表面,1394,nd,方位名词,960.0,0.01,64.57400000000018
森林,1395,n,名词,958.0,0.01,64.6040000000002
营养,1396,n,名词,958.0,0.01,64.58400000000019
装,1397,v,动词,958.0,0.01,64.5940000000002
各国,1398,n,名词,957.0,0.01,64.6140000000002
地主,1399,n,名词,957.0,0.01,64.62400000000021
冷,1400,a,形容词,955.0,0.01,64.63400000000021
病人,1401,n,名词,955.0,0.01,64.64400000000022
心理学,1402,n,名词,954.0,0.01,64.65400000000022
同意,1403,v,动词,953.0,0.01,64.67400000000023
依靠,1404,v,动词,953.0,0.01,64.66400000000023
出去,1405,v,动词,952.0,0.01,64.68400000000024
专业,1406,n,名词,952.0,0.01,64.69400000000024
画,1407,v,动词,950.0,0.0099,64.70390000000025
显著,1408,a,形容词,948.0,0.0099,64.71380000000025
愿意,1409,vu,能愿动词,948.0,0.0099,64.72370000000025
分,1410,q,量词,946.0,0.0099,64.74350000000025
令,1411,v,动词,946.0,0.0099,64.75340000000025
大大,1412,d,副词,946.0,0.0099,64.73360000000025
批判,1413,v,动词,945.0,0.0099,64.77320000000026
科技,1414,n,名词,945.0,0.0099,64.78310000000026
里,1415,q,量词,945.0,0.0099,64.76330000000026
普通,1416,a,形容词,944.0,0.0099,64.79300000000026
没,1417,v,动词,944.0,0.0099,64.80290000000026
势力,1418,n,名词,943.0,0.0099,64.81280000000027
值,1419,n,名词,943.0,0.0099,64.82270000000027
石油,1420,n,名词,943.0,0.0099,64.83260000000027
真的,1421,a,形容词,943.0,0.0099,64.84250000000027
欣赏,1422,v,动词,939.0,0.0098,64.85230000000027
北,1423,nd,方位名词,938.0,0.0098,64.86210000000027
消息,1424,n,名词,936.0,0.0098,64.88170000000027
会,1425,n,名词,936.0,0.0098,64.89150000000026
边,1426,n,名词,936.0,0.0098,64.90130000000026
剥削,1427,v,动词,936.0,0.0098,64.91110000000026
人生,1428,n,名词,936.0,0.0098,64.87190000000027
路线,1429,n,名词,935.0,0.0098,64.92090000000026
乱,1430,a,形容词,934.0,0.0098,64.93070000000026
瞧,1431,v,动词,933.0,0.0098,64.94050000000026
戏曲,1432,n,名词,932.0,0.0098,64.95030000000025
痛苦,1433,a,形容词,930.0,0.0097,64.96000000000025
学科,1434,n,名词,930.0,0.0097,64.96970000000024
留下,1435,v,动词,930.0,0.0097,64.97940000000024
销售,1436,v,动词,929.0,0.0097,64.98910000000024
绝对,1437,a,形容词,928.0,0.0097,65.01820000000022
大会,1438,n,名词,928.0,0.0097,65.02790000000022
血,1439,n,名词,928.0,0.0097,65.00850000000023
跟着,1440,v,动词,928.0,0.0097,64.99880000000023
风格,1441,n,名词,926.0,0.0097,65.03760000000021
户,1442,n,名词,926.0,0.0097,65.0473000000002
替,1443,v,动词,926.0,0.0097,65.0570000000002
自然界,1444,n,名词,925.0,0.0097,65.0667000000002
接触,1445,v,动词,924.0,0.0097,65.08610000000019
合,1446,v,动词,924.0,0.0097,65.07640000000019
真理,1447,n,名词,922.0,0.0096,65.09570000000019
读者,1448,n,名词,922.0,0.0096,65.1053000000002
多种,1449,mq,数量,921.0,0.0096,65.1149000000002
生成,1450,v,动词,920.0,0.0096,65.12450000000021
狗,1451,n,名词,920.0,0.0096,65.13410000000022
性,1452,n,名词,919.0,0.0096,65.14370000000022
推动,1453,v,动词,919.0,0.0096,65.15330000000023
属,1454,v,动词,918.0,0.0096,65.16290000000023
盐,1455,n,名词,917.0,0.0096,65.17250000000024
总结,1456,v,动词,917.0,0.0096,65.18210000000025
换,1457,v,动词,916.0,0.0096,65.19170000000025
情形,1458,n,名词,915.0,0.0096,65.20130000000026
占有,1459,v,动词,912.0,0.0095,65.22980000000027
加上,1460,v,动词,912.0,0.0095,65.21080000000026
咱,1461,r,代词,912.0,0.0095,65.22030000000026
流,1462,v,动词,911.0,0.0095,65.23930000000027
转移,1463,v,动词,911.0,0.0095,65.24880000000027
差别,1464,n,名词,909.0,0.0095,65.25830000000028
身,1465,n,名词,909.0,0.0095,65.26780000000028
产量,1466,n,名词,908.0,0.0095,65.27730000000028
当前,1467,nt,时间名词,907.0,0.0095,65.28680000000028
记,1468,v,动词,906.0,0.0095,65.29630000000029
戏,1469,n,名词,905.0,0.0095,65.30580000000029
土,1470,n,名词,904.0,0.0095,65.3343000000003
上升,1471,v,动词,904.0,0.0095,65.31530000000029
立,1472,v,动词,904.0,0.0095,65.3248000000003
体制,1473,n,名词,903.0,0.0094,65.3437000000003
共产主义,1474,n,名词,902.0,0.0094,65.3625000000003
分钟,1475,q,量词,902.0,0.0094,65.3719000000003
直线,1476,n,名词,902.0,0.0094,65.3531000000003
神经,1477,n,名词,901.0,0.0094,65.3813000000003
摆,1478,v,动词,900.0,0.0094,65.3907000000003
用于,1479,v,动词,900.0,0.0094,65.4001000000003
共产党,1480,n,名词,900.0,0.0094,65.40950000000029
第一次,1481,mq,数量,899.0,0.0094,65.41890000000029
相对,1482,a,形容词,898.0,0.0094,65.42830000000029
后面,1483,nl,处所名词,897.0,0.0094,65.44710000000029
国内,1484,nl,处所名词,897.0,0.0094,65.43770000000029
重点,1485,n,名词,896.0,0.0094,65.45650000000029
习惯,1486,n,名词,894.0,0.0094,65.47530000000029
检验,1487,v,动词,894.0,0.0094,65.46590000000029
贯彻,1488,v,动词,892.0,0.0093,65.48460000000028
饭,1489,n,名词,891.0,0.0093,65.49390000000028
电视,1490,n,名词,891.0,0.0093,65.50320000000028
宇宙,1491,n,名词,891.0,0.0093,65.51250000000027
兄弟,1492,n,名词,890.0,0.0093,65.52180000000027
停,1493,v,动词,890.0,0.0093,65.53110000000027
相反,1494,v,动词,889.0,0.0093,65.54040000000026
语,1495,n,名词,888.0,0.0093,65.54970000000026
改善,1496,v,动词,888.0,0.0093,65.55900000000025
生活,1497,v,动词,888.0,0.0093,65.56830000000025
单,1498,a,形容词,887.0,0.0093,65.58690000000024
派,1499,n,名词,887.0,0.0093,65.59620000000024
戏剧,1500,n,名词,887.0,0.0093,65.57760000000025
安全,1501,a,形容词,885.0,0.0093,65.60550000000023
想象,1502,v,动词,884.0,0.0093,65.63340000000022
维持,1503,v,动词,884.0,0.0093,65.61480000000023
不够,1504,a,形容词,884.0,0.0093,65.62410000000023
也,1505,u,助词,883.0,0.0092,65.64260000000023
关心,1506,v,动词,883.0,0.0092,65.65180000000024
判断,1507,v,动词,883.0,0.0092,65.66100000000024
呼吸,1508,v,动词,882.0,0.0092,65.67020000000025
实际,1509,n,名词,881.0,0.0092,65.68860000000026
总理,1510,n,名词,881.0,0.0092,65.67940000000026
掉,1511,v,动词,880.0,0.0092,65.69780000000027
反动,1512,a,形容词,880.0,0.0092,65.70700000000028
能源,1513,n,名词,880.0,0.0092,65.71620000000028
年轻,1514,a,形容词,878.0,0.0092,65.72540000000029
物理,1515,n,名词,878.0,0.0092,65.7346000000003
来自,1516,v,动词,877.0,0.0092,65.7438000000003
蒋介石,1517,nh,人名,875.0,0.0092,65.75300000000031
轻轻,1518,a,形容词,874.0,0.0091,65.76210000000032
不得,1519,vu,能愿动词,873.0,0.0091,65.77120000000032
要素,1520,n,名词,872.0,0.0091,65.78030000000032
遇到,1521,v,动词,872.0,0.0091,65.78940000000033
一系列,1522,a,形容词,872.0,0.0091,65.79850000000033
任,1523,v,动词,871.0,0.0091,65.80760000000033
做到,1524,v,动词,871.0,0.0091,65.83490000000035
呈,1525,v,动词,871.0,0.0091,65.82580000000034
收入,1526,n,名词,871.0,0.0091,65.81670000000034
差异,1527,n,名词,870.0,0.0091,65.84400000000035
群,1528,q,量词,869.0,0.0091,65.85310000000035
房子,1529,n,名词,869.0,0.0091,65.86220000000036
看出,1530,v,动词,868.0,0.0091,65.87130000000036
角度,1531,n,名词,864.0,0.009,65.88030000000036
之外,1532,nd,方位名词,864.0,0.009,65.88930000000036
色彩,1533,n,名词,864.0,0.009,65.89830000000036
防止,1534,v,动词,862.0,0.009,65.90730000000036
接近,1535,v,动词,862.0,0.009,65.91630000000036
慢慢,1536,a,形容词,862.0,0.009,65.92530000000036
设,1537,v,动词,861.0,0.009,65.93430000000036
供,1538,v,动词,860.0,0.009,65.97030000000036
休息,1539,v,动词,860.0,0.009,65.96130000000036
增强,1540,v,动词,860.0,0.009,65.94330000000036
简直,1541,d,副词,860.0,0.009,65.95230000000036
那时,1542,r,代词,860.0,0.009,65.97930000000036
逻辑,1543,n,名词,859.0,0.009,65.98830000000036
附近,1544,n,名词,859.0,0.009,65.99730000000037
液,1545,n,名词,858.0,0.009,66.00630000000037
分别,1546,v,动词,858.0,0.009,66.01530000000037
欢迎,1547,v,动词,857.0,0.009,66.03330000000037
劳动力,1548,n,名词,857.0,0.009,66.02430000000037
生理,1549,n,名词,856.0,0.009,66.05130000000037
之前,1550,nt,时间名词,856.0,0.009,66.06030000000037
听见,1551,v,动词,856.0,0.009,66.04230000000037
节,1552,n,名词,855.0,0.0089,66.06920000000036
究竟,1553,d,副词,855.0,0.0089,66.07810000000036
既然,1554,c,连词,855.0,0.0089,66.08700000000036
停止,1555,v,动词,854.0,0.0089,66.09590000000036
猪,1556,n,名词,852.0,0.0089,66.10480000000035
子,1557,n,名词,851.0,0.0089,66.11370000000035
却是,1558,vl,联系动词,851.0,0.0089,66.13150000000034
很少,1559,a,形容词,851.0,0.0089,66.12260000000035
须,1560,d,副词,849.0,0.0089,66.14040000000034
养,1561,v,动词,849.0,0.0089,66.14930000000034
管,1562,n,名词,849.0,0.0089,66.15820000000033
英雄,1563,n,名词,846.0,0.0089,66.16710000000033
比赛,1564,v,动词,845.0,0.0088,66.19350000000031
突出,1565,a,形容词,845.0,0.0088,66.17590000000033
天气,1566,n,名词,845.0,0.0088,66.18470000000032
难道,1567,d,副词,845.0,0.0088,66.2023000000003
描写,1568,v,动词,844.0,0.0088,66.2111000000003
兵,1569,n,名词,844.0,0.0088,66.2199000000003
借,1570,v,动词,843.0,0.0088,66.22870000000029
团结,1571,v,动词,842.0,0.0088,66.23750000000028
导致,1572,v,动词,842.0,0.0088,66.24630000000028
考察,1573,v,动词,841.0,0.0088,66.25510000000027
毛主席,1574,nh,人名,841.0,0.0088,66.26390000000026
队长,1575,n,名词,840.0,0.0088,66.27270000000026
辐射,1576,v,动词,839.0,0.0088,66.28150000000025
晶体,1577,n,名词,838.0,0.0088,66.29030000000024
生存,1578,v,动词,837.0,0.0088,66.29910000000024
自然,1579,d,副词,835.0,0.0087,66.30780000000024
型,1580,k,后接成分,835.0,0.0087,66.31650000000025
统计,1581,v,动词,833.0,0.0087,66.32520000000025
秒,1582,q,量词,832.0,0.0087,66.36000000000027
道理,1583,n,名词,832.0,0.0087,66.36870000000027
成熟,1584,a,形容词,832.0,0.0087,66.35130000000026
消耗,1585,v,动词,832.0,0.0087,66.34260000000026
种类,1586,n,名词,832.0,0.0087,66.33390000000026
将来,1587,nt,时间名词,831.0,0.0087,66.40350000000029
比如,1588,c,连词,831.0,0.0087,66.4209000000003
转变,1589,v,动词,831.0,0.0087,66.4296000000003
难以,1590,d,副词,831.0,0.0087,66.4122000000003
成员,1591,n,名词,831.0,0.0087,66.43830000000031
电路,1592,n,名词,831.0,0.0087,66.37740000000028
美丽,1593,a,形容词,831.0,0.0087,66.39480000000029
药,1594,n,名词,831.0,0.0087,66.38610000000028
振动,1595,v,动词,830.0,0.0087,66.44700000000032
大概,1596,d,副词,829.0,0.0087,66.45570000000032
笔,1597,n,名词,829.0,0.0087,66.46440000000032
先后,1598,d,副词,828.0,0.0087,66.47310000000033
静,1599,a,形容词,828.0,0.0087,66.48180000000033
试,1600,v,动词,828.0,0.0087,66.49050000000034
佛教,1601,n,名词,828.0,0.0087,66.49920000000034
轨道,1602,n,名词,827.0,0.0087,66.50790000000035
避免,1603,v,动词,827.0,0.0087,66.51660000000035
的话,1604,u,助词,823.0,0.0086,66.52520000000035
电话,1605,n,名词,822.0,0.0086,66.53380000000035
各地,1606,nl,处所名词,822.0,0.0086,66.54240000000036
不住,1607,v,动词,821.0,0.0086,66.57680000000036
配合,1608,v,动词,821.0,0.0086,66.55100000000036
海,1609,n,名词,821.0,0.0086,66.55960000000036
草,1610,n,名词,821.0,0.0086,66.56820000000036
结论,1611,n,名词,820.0,0.0086,66.58540000000036
斗争,1612,v,动词,820.0,0.0086,66.59400000000036
挂,1613,v,动词,820.0,0.0086,66.60260000000036
个性,1614,n,名词,820.0,0.0086,66.61120000000037
收,1615,v,动词,820.0,0.0086,66.61980000000037
日益,1616,d,副词,818.0,0.0086,66.62840000000037
玩,1617,v,动词,818.0,0.0086,66.63700000000037
彻底,1618,a,形容词,818.0,0.0086,66.64560000000037
拍,1619,v,动词,817.0,0.0085,66.65410000000037
尽管,1620,d,副词,816.0,0.0085,66.66260000000037
明确,1621,v,动词,815.0,0.0085,66.67960000000036
感觉,1622,v,动词,815.0,0.0085,66.67110000000037
不大,1623,a,形容词,814.0,0.0085,66.68810000000036
典型,1624,a,形容词,814.0,0.0085,66.69660000000036
交通,1625,n,名词,814.0,0.0085,66.70510000000036
各级,1626,n,名词,814.0,0.0085,66.71360000000035
学,1627,k,后接成分,814.0,0.0085,66.72210000000035
通过,1628,v,动词,814.0,0.0085,66.73060000000035
结婚,1629,v,动词,814.0,0.0085,66.73910000000035
女,1630,f,区别词,813.0,0.0085,66.74760000000035
另一方面,1631,c,连词,813.0,0.0085,66.75610000000034
总之,1632,c,连词,813.0,0.0085,66.76460000000034
诗,1633,n,名词,812.0,0.0085,66.78160000000034
下午,1634,nt,时间名词,812.0,0.0085,66.79010000000034
明天,1635,nt,时间名词,812.0,0.0085,66.77310000000034
值得,1636,v,动词,811.0,0.0085,66.80710000000033
有些,1637,r,代词,811.0,0.0085,66.79860000000033
忘,1638,v,动词,810.0,0.0085,66.81560000000033
合同,1639,n,名词,810.0,0.0085,66.82410000000033
上,1640,vd,趋向动词,810.0,0.0085,66.83260000000033
推,1641,v,动词,809.0,0.0085,66.84110000000032
出,1642,v,动词,809.0,0.0085,66.84960000000032
连续,1643,v,动词,808.0,0.0085,66.85810000000032
失败,1644,v,动词,808.0,0.0085,66.86660000000032
教,1645,v,动词,808.0,0.0085,66.87510000000032
杀,1646,v,动词,807.0,0.0084,66.8919000000003
大部分,1647,n,名词,807.0,0.0084,66.9003000000003
摸,1648,v,动词,807.0,0.0084,66.9087000000003
对方,1649,n,名词,807.0,0.0084,66.91710000000029
回去,1650,vd,趋向动词,807.0,0.0084,66.88350000000031
五十,1651,m,数词,806.0,0.0084,66.93390000000028
观测,1652,v,动词,806.0,0.0084,66.94230000000027
抱,1653,v,动词,806.0,0.0084,66.92550000000028
交,1654,v,动词,805.0,0.0084,66.95070000000027
见到,1655,v,动词,805.0,0.0084,66.95910000000026
针,1656,n,名词,805.0,0.0084,66.96750000000026
抓住,1657,v,动词,804.0,0.0084,66.98430000000025
资本家,1658,n,名词,804.0,0.0084,66.99270000000024
便是,1659,vl,联系动词,804.0,0.0084,66.97590000000025
继承,1660,v,动词,803.0,0.0084,67.00110000000024
财产,1661,n,名词,803.0,0.0084,67.00950000000023
根本,1662,a,形容词,801.0,0.0084,67.01790000000022
克服,1663,v,动词,801.0,0.0084,67.02630000000022
历史上,1664,n,名词,801.0,0.0084,67.03470000000021
帮,1665,v,动词,800.0,0.0084,67.04310000000021
深入,1666,a,形容词,800.0,0.0084,67.0515000000002
进攻,1667,v,动词,799.0,0.0084,67.06830000000019
层次,1668,n,名词,799.0,0.0084,67.07670000000019
黄,1669,a,形容词,799.0,0.0084,67.08510000000018
器,1670,n,名词,799.0,0.0084,67.0599000000002
费用,1671,n,名词,798.0,0.0084,67.09350000000018
根,1672,q,量词,798.0,0.0084,67.10190000000017
酒,1673,n,名词,797.0,0.0083,67.11020000000018
妻子,1674,n,名词,797.0,0.0083,67.11850000000018
召开,1675,v,动词,797.0,0.0083,67.12680000000019
明白,1676,a,形容词,796.0,0.0083,67.1351000000002
好像,1677,d,副词,796.0,0.0083,67.1434000000002
轻,1678,a,形容词,795.0,0.0083,67.1517000000002
医院,1679,n,名词,795.0,0.0083,67.16000000000021
懂,1680,v,动词,794.0,0.0083,67.16830000000022
有所,1681,v,动词,794.0,0.0083,67.17660000000022
改,1682,v,动词,793.0,0.0083,67.20150000000024
例,1683,n,名词,793.0,0.0083,67.19320000000023
完整,1684,a,形容词,793.0,0.0083,67.18490000000023
色,1685,n,名词,792.0,0.0083,67.23470000000026
总,1686,a,形容词,792.0,0.0083,67.20980000000024
不管,1687,c,连词,792.0,0.0083,67.21810000000025
派,1688,v,动词,792.0,0.0083,67.22640000000025
钟,1689,n,名词,791.0,0.0083,67.25130000000027
业务,1690,n,名词,791.0,0.0083,67.25960000000028
小说,1691,n,名词,791.0,0.0083,67.24300000000027
毛,1692,n,名词,789.0,0.0083,67.28450000000029
坏,1693,a,形容词,789.0,0.0083,67.2928000000003
名字,1694,n,名词,789.0,0.0083,67.27620000000029
适用,1695,v,动词,789.0,0.0083,67.26790000000028
前提,1696,n,名词,788.0,0.0082,67.3010000000003
如今,1697,nt,时间名词,788.0,0.0082,67.3092000000003
显示,1698,v,动词,787.0,0.0082,67.33380000000031
报纸,1699,n,名词,787.0,0.0082,67.3256000000003
学说,1700,n,名词,787.0,0.0082,67.3174000000003
烟,1701,n,名词,787.0,0.0082,67.34200000000031
大约,1702,d,副词,786.0,0.0082,67.35020000000031
差,1703,a,形容词,785.0,0.0082,67.35840000000032
烧,1704,v,动词,785.0,0.0082,67.36660000000032
状,1705,n,名词,785.0,0.0082,67.37480000000032
概括,1706,v,动词,784.0,0.0082,67.39940000000033
上帝,1707,n,名词,784.0,0.0082,67.38300000000032
日子,1708,nt,时间名词,784.0,0.0082,67.39120000000032
优秀,1709,a,形容词,784.0,0.0082,67.40760000000033
准确,1710,a,形容词,783.0,0.0082,67.41580000000033
边,1711,d,副词,782.0,0.0082,67.42400000000033
懂得,1712,v,动词,782.0,0.0082,67.43220000000034
大陆,1713,nl,处所名词,782.0,0.0082,67.44040000000034
死亡,1714,v,动词,781.0,0.0082,67.44860000000034
指标,1715,n,名词,781.0,0.0082,67.47320000000035
心情,1716,n,名词,781.0,0.0082,67.46500000000034
台,1717,n,名词,781.0,0.0082,67.45680000000034
危险,1718,a,形容词,780.0,0.0082,67.48140000000035
身子,1719,n,名词,780.0,0.0082,67.48960000000035
也就是,1720,d,副词,779.0,0.0082,67.49780000000035
机,1721,n,名词,778.0,0.0081,67.50590000000035
比,1722,v,动词,778.0,0.0081,67.51400000000035
主人,1723,n,名词,778.0,0.0081,67.52210000000035
演出,1724,v,动词,777.0,0.0081,67.53020000000035
发动,1725,v,动词,776.0,0.0081,67.53830000000035
皇帝,1726,n,名词,776.0,0.0081,67.54640000000035
上海,1727,ns,地名,776.0,0.0081,67.55450000000035
外面,1728,nd,方位名词,776.0,0.0081,67.56260000000034
幸福,1729,a,形容词,775.0,0.0081,67.58690000000034
坚决,1730,a,形容词,775.0,0.0081,67.57070000000034
指挥,1731,v,动词,775.0,0.0081,67.57880000000034
归,1732,v,动词,774.0,0.0081,67.59500000000034
言语,1733,n,名词,773.0,0.0081,67.60310000000034
列宁,1734,nh,人名,773.0,0.0081,67.61120000000034
倒,1735,d,副词,773.0,0.0081,67.61930000000034
今后,1736,nt,时间名词,772.0,0.0081,67.62740000000034
补充,1737,v,动词,771.0,0.0081,67.65170000000033
公里,1738,q,量词,771.0,0.0081,67.63550000000033
疾病,1739,n,名词,771.0,0.0081,67.64360000000033
途径,1740,n,名词,771.0,0.0081,67.65980000000033
片,1741,q,量词,770.0,0.0081,67.66790000000033
压迫,1742,v,动词,770.0,0.0081,67.67600000000033
相应,1743,v,动词,769.0,0.008,67.68400000000032
热情,1744,a,形容词,768.0,0.008,67.70000000000032
经,1745,n,名词,768.0,0.008,67.70800000000031
大,1746,d,副词,768.0,0.008,67.69200000000032
唯一,1747,a,形容词,767.0,0.008,67.7160000000003
自身,1748,n,名词,767.0,0.008,67.7240000000003
对立,1749,v,动词,766.0,0.008,67.7320000000003
腿,1750,n,名词,765.0,0.008,67.7400000000003
专门,1751,a,形容词,764.0,0.008,67.74800000000029
趋势,1752,n,名词,763.0,0.008,67.75600000000028
强度,1753,n,名词,763.0,0.008,67.76400000000028
渐渐,1754,d,副词,761.0,0.008,67.77200000000028
子,1755,k,后接成分,761.0,0.008,67.78000000000027
哪儿,1756,r,代词,761.0,0.008,67.78800000000027
年龄,1757,nt,时间名词,760.0,0.008,67.79600000000026
从来,1758,d,副词,760.0,0.008,67.80400000000026
一时,1759,nt,时间名词,760.0,0.008,67.81200000000025
枝,1760,n,名词,759.0,0.0079,67.82780000000027
以,1761,c,连词,759.0,0.0079,67.81990000000026
评价,1762,v,动词,758.0,0.0079,67.85150000000029
西方,1763,nd,方位名词,758.0,0.0079,67.85940000000029
及时,1764,a,形容词,758.0,0.0079,67.84360000000028
早已,1765,d,副词,758.0,0.0079,67.83570000000027
翻,1766,v,动词,757.0,0.0079,67.8673000000003
机制,1767,n,名词,757.0,0.0079,67.8752000000003
关键,1768,n,名词,757.0,0.0079,67.88310000000031
慢,1769,a,形容词,756.0,0.0079,67.89100000000032
当地,1770,n,名词,756.0,0.0079,67.89890000000032
易,1771,a,形容词,755.0,0.0079,67.90680000000033
专家,1772,n,名词,755.0,0.0079,67.91470000000034
位,1773,n,名词,755.0,0.0079,67.92260000000034
改进,1774,v,动词,755.0,0.0079,67.93050000000035
本,1775,n,名词,754.0,0.0079,67.93840000000036
昨天,1776,nt,时间名词,753.0,0.0079,67.95420000000037
右,1777,nd,方位名词,753.0,0.0079,67.94630000000036
爷爷,1778,n,名词,752.0,0.0079,67.96210000000038
消失,1779,v,动词,752.0,0.0079,67.97000000000038
看到,1780,v,动词,751.0,0.0079,67.97790000000039
社,1781,n,名词,751.0,0.0079,67.9858000000004
允许,1782,v,动词,751.0,0.0079,67.9937000000004
刘,1783,nhf,人名-姓,751.0,0.0079,68.00160000000041
说过,1784,v,动词,750.0,0.0078,68.00940000000041
燃烧,1785,v,动词,749.0,0.0078,68.01720000000041
电,1786,n,名词,748.0,0.0078,68.02500000000042
旁边,1787,nd,方位名词,748.0,0.0078,68.03280000000042
正式,1788,a,形容词,747.0,0.0078,68.04060000000042
价,1789,n,名词,747.0,0.0078,68.04840000000043
全体,1790,n,名词,747.0,0.0078,68.05620000000043
厘米,1791,q,量词,746.0,0.0078,68.06400000000043
奇怪,1792,a,形容词,746.0,0.0078,68.07180000000044
爱情,1793,n,名词,745.0,0.0078,68.07960000000044
到底,1794,d,副词,745.0,0.0078,68.09520000000045
皮,1795,n,名词,745.0,0.0078,68.10300000000045
摇,1796,v,动词,745.0,0.0078,68.08740000000044
还要,1797,vu,能愿动词,744.0,0.0078,68.11080000000045
兴奋,1798,a,形容词,744.0,0.0078,68.11860000000046
级,1799,n,名词,743.0,0.0078,68.12640000000046
成就,1800,n,名词,743.0,0.0078,68.13420000000046
积极性,1801,n,名词,743.0,0.0078,68.14200000000046
份,1802,q,量词,742.0,0.0078,68.14980000000047
环节,1803,n,名词,742.0,0.0078,68.15760000000047
最好,1804,a,形容词,741.0,0.0078,68.16540000000047
女,1805,n,名词,741.0,0.0078,68.17320000000048
虫,1806,n,名词,741.0,0.0078,68.18100000000048
厚,1807,a,形容词,740.0,0.0077,68.18870000000048
师傅,1808,n,名词,740.0,0.0077,68.19640000000048
运动,1809,v,动词,739.0,0.0077,68.20410000000048
分离,1810,v,动词,739.0,0.0077,68.21950000000048
核,1811,n,名词,739.0,0.0077,68.21180000000048
枪,1812,n,名词,738.0,0.0077,68.22720000000048
决策,1813,n,名词,738.0,0.0077,68.23490000000048
站,1814,n,名词,738.0,0.0077,68.24260000000048
电影,1815,n,名词,737.0,0.0077,68.27340000000048
寻找,1816,v,动词,737.0,0.0077,68.26570000000048
规定,1817,n,名词,737.0,0.0077,68.25030000000048
规则,1818,n,名词,737.0,0.0077,68.25800000000048
十五,1819,m,数词,736.0,0.0077,68.31190000000048
也是,1820,v,动词,736.0,0.0077,68.28110000000048
划分,1821,v,动词,736.0,0.0077,68.28880000000048
