# 现代汉语语料库词语分词类频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
"Word","Rank","Token","Catelog","Count","Frequency","Cumulative frequency"
住,509,v,动词,2487.0,0.026,50.58920000000003
块,510,q,量词,2486.0,0.026,50.61520000000003
目前,511,nt,时间名词,2483.0,0.026,50.64120000000003
观察,512,v,动词,2482.0,0.026,50.66720000000004
完全,513,d,副词,2473.0,0.0259,50.69310000000004
中心,514,n,名词,2459.0,0.0257,50.71880000000004
继续,515,v,动词,2458.0,0.0257,50.74450000000004
利益,516,n,名词,2449.0,0.0256,50.770100000000035
心里,517,nl,处所名词,2444.0,0.0256,50.79570000000003
取得,518,v,动词,2439.0,0.0255,50.82120000000003
对象,519,n,名词,2436.0,0.0255,50.846700000000034
组成,520,v,动词,2422.0,0.0253,50.872000000000035
有人,521,r,代词,2415.0,0.0253,50.89730000000004
了解,522,v,动词,2413.0,0.0253,50.92260000000004
啊,523,e,叹词,2402.0,0.0251,50.94770000000004
自然,524,a,形容词,2400.0,0.0251,50.97280000000004
而是,525,vl,联系动词,2400.0,0.0251,50.997900000000044
容易,526,a,形容词,2397.0,0.0251,51.023000000000046
拿,527,v,动词,2395.0,0.0251,51.04810000000005
经营,528,v,动词,2391.0,0.025,51.073100000000046
时代,529,nt,时间名词,2391.0,0.025,51.098100000000045
阶级,530,n,名词,2389.0,0.025,51.12310000000004
处,531,n,名词,2387.0,0.025,51.14810000000004
元,532,q,量词,2384.0,0.0249,51.173000000000044
某,533,r,代词,2371.0,0.0248,51.19780000000004
加强,534,v,动词,2368.0,0.0248,51.22260000000004
严重,535,a,形容词,2367.0,0.0248,51.24740000000004
控制,536,v,动词,2366.0,0.0248,51.27220000000004
死,537,v,动词,2364.0,0.0247,51.29690000000004
过去,538,nt,时间名词,2361.0,0.0247,51.321600000000046
量,539,n,名词,2360.0,0.0247,51.34630000000005
本,540,r,代词,2351.0,0.0246,51.37090000000005
变成,541,v,动词,2348.0,0.0246,51.39550000000005
学,542,v,动词,2340.0,0.0245,51.42000000000005
告诉,543,v,动词,2336.0,0.0244,51.44440000000005
第三,544,m,数词,2328.0,0.0244,51.46880000000005
处理,545,v,动词,2322.0,0.0243,51.49310000000005
全部,546,n,名词,2314.0,0.0242,51.51730000000005
自由,547,a,形容词,2313.0,0.0242,51.54150000000005
所谓,548,a,形容词,2311.0,0.0242,51.58990000000005
温度,549,n,名词,2311.0,0.0242,51.56570000000005
状态,550,n,名词,2303.0,0.0241,51.61400000000005
服务,551,v,动词,2298.0,0.024,51.63800000000005
土地,552,n,名词,2292.0,0.024,51.66200000000005
世纪,553,nt,时间名词,2290.0,0.024,51.68600000000005
城市,554,n,名词,2282.0,0.0239,51.70990000000005
哪,555,r,代词,2279.0,0.0238,51.73370000000005
词,556,n,名词,2275.0,0.0238,51.75750000000005
思维,557,n,名词,2275.0,0.0238,51.78130000000005
爱,558,v,动词,2265.0,0.0237,51.80500000000005
区,559,n,名词,2261.0,0.0237,51.82870000000005
进入,560,v,动词,2259.0,0.0236,51.85230000000005
这时,561,r,代词,2258.0,0.0236,51.87590000000005
有时,562,d,副词,2256.0,0.0236,51.89950000000005
七,563,m,数词,2256.0,0.0236,51.923100000000055
强,564,a,形容词,2255.0,0.0236,51.97030000000006
望,565,v,动词,2255.0,0.0236,51.94670000000006
事实,566,n,名词,2254.0,0.0236,51.99390000000006
材料,567,n,名词,2251.0,0.0236,52.01750000000006
些,568,q,量词,2248.0,0.0235,52.04100000000006
项,569,q,量词,2239.0,0.0234,52.11120000000007
从而,570,c,连词,2239.0,0.0234,52.087800000000065
不要,571,vu,能愿动词,2239.0,0.0234,52.06440000000006
采取,572,v,动词,2236.0,0.0234,52.13460000000007
事情,573,n,名词,2235.0,0.0234,52.15800000000007
总是,574,d,副词,2234.0,0.0234,52.181400000000075
充分,575,a,形容词,2233.0,0.0234,52.20480000000008
当,576,v,动词,2232.0,0.0234,52.22820000000008
特征,577,n,名词,2230.0,0.0233,52.25150000000008
那里,578,r,代词,2229.0,0.0233,52.27480000000008
如何,579,r,代词,2229.0,0.0233,52.298100000000076
反应,580,n,名词,2227.0,0.0233,52.321400000000075
仍,581,d,副词,2224.0,0.0233,52.344700000000074
得,582,vu,能愿动词,2221.0,0.0232,52.36790000000008
最后,583,n,名词,2217.0,0.0232,52.39110000000008
培养,584,v,动词,2216.0,0.0232,52.41430000000008
来说,585,v,动词,2215.0,0.0232,52.437500000000085
或者,586,c,连词,2214.0,0.0232,52.46070000000009
回来,587,vd,趋向动词,2211.0,0.0231,52.48380000000009
张,588,q,量词,2207.0,0.0231,52.50690000000009
不到,589,v,动词,2204.0,0.0231,52.530000000000086
国际,590,n,名词,2203.0,0.0231,52.553100000000086
积极,591,a,形容词,2195.0,0.023,52.57610000000009
某些,592,r,代词,2194.0,0.023,52.59910000000009
战争,593,n,名词,2183.0,0.0228,52.62190000000009
总,594,d,副词,2181.0,0.0228,52.644700000000086
往,595,p,介词,2178.0,0.0228,52.66750000000008
家庭,596,n,名词,2174.0,0.0227,52.69020000000008
提供,597,v,动词,2172.0,0.0227,52.71290000000008
难,598,a,形容词,2171.0,0.0227,52.73560000000008
有关,599,v,动词,2170.0,0.0227,52.758300000000084
准备,600,v,动词,2167.0,0.0227,52.781000000000084
事业,601,n,名词,2165.0,0.0227,52.803700000000084
党,602,n,名词,2164.0,0.0226,52.82630000000008
儿童,603,n,名词,2158.0,0.0226,52.84890000000008
创作,604,v,动词,2157.0,0.0226,52.871500000000076
农村,605,n,名词,2156.0,0.0226,52.89410000000007
实际,606,a,形容词,2152.0,0.0225,52.916600000000074
保证,607,v,动词,2151.0,0.0225,52.939100000000074
进一步,608,v,动词,2149.0,0.0225,52.961600000000075
集中,609,v,动词,2147.0,0.0225,52.984100000000076
买,610,v,动词,2145.0,0.0224,53.006500000000074
谈,611,v,动词,2143.0,0.0224,53.02890000000007
活动,612,n,名词,2141.0,0.0224,53.05130000000007
空气,613,n,名词,2126.0,0.0222,53.07350000000007
动作,614,n,名词,2125.0,0.0222,53.095700000000065
万,615,m,数词,2119.0,0.0222,53.11790000000006
体,616,n,名词,2119.0,0.0222,53.14010000000006
应当,617,vu,能愿动词,2117.0,0.0222,53.16230000000006
采用,618,v,动词,2116.0,0.0221,53.18440000000006
理解,619,v,动词,2113.0,0.0221,53.20650000000006
年代,620,nt,时间名词,2110.0,0.0221,53.228600000000064
母亲,621,n,名词,2103.0,0.022,53.25060000000006
站,622,v,动词,2099.0,0.022,53.27260000000006
增长,623,v,动词,2094.0,0.0219,53.29450000000006
百,624,m,数词,2091.0,0.0219,53.316400000000066
近,625,a,形容词,2090.0,0.0219,53.33830000000007
称为,626,v,动词,2087.0,0.0218,53.36010000000007
内部,627,nd,方位名词,2087.0,0.0218,53.381900000000066
搞,628,v,动词,2085.0,0.0218,53.403700000000065
过,629,v,动词,2081.0,0.0218,53.42550000000006
构成,630,v,动词,2079.0,0.0218,53.44730000000006
掌握,631,v,动词,2075.0,0.0217,53.469000000000065
门,632,n,名词,2072.0,0.0217,53.49070000000007
又是,633,vl,联系动词,2071.0,0.0217,53.51240000000007
复杂,634,a,形容词,2070.0,0.0217,53.53410000000007
干,635,v,动词,2069.0,0.0217,53.555800000000076
过,636,vd,趋向动词,2068.0,0.0216,53.577400000000075
所有,637,a,形容词,2065.0,0.0216,53.599000000000075
观点,638,n,名词,2062.0,0.0216,53.620600000000074
地球,639,n,名词,2062.0,0.0216,53.642200000000074
相同,640,a,形容词,2062.0,0.0216,53.66380000000007
资金,641,n,名词,2050.0,0.0215,53.685300000000076
合理,642,a,形容词,2044.0,0.0214,53.706700000000076
一直,643,d,副词,2035.0,0.0213,53.72800000000007
适应,644,v,动词,2033.0,0.0213,53.74930000000007
反对,645,v,动词,2029.0,0.0212,53.77050000000007
信息,646,n,名词,2028.0,0.0212,53.79170000000007
互相,647,d,副词,2028.0,0.0212,53.81290000000007
运用,648,v,动词,2027.0,0.0212,53.85530000000007
层,649,q,量词,2027.0,0.0212,53.83410000000007
感情,650,n,名词,2024.0,0.0212,53.87650000000007
段,651,q,量词,2023.0,0.0212,53.89770000000007
坚持,652,v,动词,2022.0,0.0212,53.91890000000007
属于,653,v,动词,2021.0,0.0211,53.94000000000007
相互,654,d,副词,2018.0,0.0211,53.961100000000066
队,655,n,名词,2017.0,0.0211,53.98220000000006
生,656,v,动词,2014.0,0.0211,54.02440000000006
父亲,657,n,名词,2014.0,0.0211,54.00330000000006
不少,658,a,形容词,2011.0,0.021,54.04540000000006
面,659,n,名词,2002.0,0.0209,54.066300000000055
电子,660,n,名词,2001.0,0.0209,54.08720000000005
人员,661,n,名词,1999.0,0.0209,54.10810000000005
只要,662,vu,能愿动词,1998.0,0.0209,54.12900000000005
发挥,663,v,动词,1996.0,0.0209,54.149900000000045
形象,664,n,名词,1994.0,0.0209,54.17080000000004
分布,665,v,动词,1991.0,0.0208,54.191600000000044
身体,666,n,名词,1990.0,0.0208,54.212400000000045
生命,667,n,名词,1984.0,0.0208,54.233200000000046
生长,668,v,动词,1972.0,0.0206,54.25380000000005
名,669,n,名词,1970.0,0.0206,54.27440000000005
选择,670,v,动词,1970.0,0.0206,54.29500000000005
路,671,n,名词,1970.0,0.0206,54.31560000000005
物,672,n,名词,1966.0,0.0206,54.336200000000055
舞蹈,673,n,名词,1964.0,0.0206,54.35680000000006
旧,674,a,形容词,1964.0,0.0206,54.37740000000006
促进,675,v,动词,1964.0,0.0206,54.39800000000006
功能,676,n,名词,1958.0,0.0205,54.41850000000006
妈妈,677,n,名词,1958.0,0.0205,54.43900000000006
跑,678,v,动词,1954.0,0.0204,54.45940000000006
早,679,a,形容词,1954.0,0.0204,54.47980000000006
物体,680,n,名词,1954.0,0.0204,54.50020000000006
很多,681,a,形容词,1952.0,0.0204,54.520600000000066
常常,682,d,副词,1944.0,0.0203,54.540900000000065
力,683,n,名词,1942.0,0.0203,54.56120000000006
怕,684,v,动词,1939.0,0.0203,54.58150000000006
首先,685,d,副词,1937.0,0.0203,54.60180000000006
米,686,q,量词,1933.0,0.0202,54.622000000000064
北京,687,ns,地名,1931.0,0.0202,54.64220000000007
逐渐,688,d,副词,1931.0,0.0202,54.66240000000007
无产阶级,689,n,名词,1929.0,0.0202,54.68260000000007
新闻,690,n,名词,1929.0,0.0202,54.702800000000074
人口,691,n,名词,1925.0,0.0201,54.722900000000074
似乎,692,d,副词,1923.0,0.0201,54.74300000000007
概念,693,n,名词,1921.0,0.0201,54.76310000000007
分之,694,u,助词,1920.0,0.0201,54.78320000000007
代表,695,n,名词,1917.0,0.0201,54.80330000000007
现代,696,nt,时间名词,1916.0,0.02,54.84330000000008
只能,697,vu,能愿动词,1916.0,0.02,54.823300000000074
统一,698,v,动词,1914.0,0.02,54.86330000000008
未,699,d,副词,1912.0,0.02,54.883300000000084
间,700,n,名词,1911.0,0.02,54.90330000000009
太阳,701,n,名词,1903.0,0.0199,54.92320000000009
帮助,702,v,动词,1896.0,0.0198,54.94300000000008
组织,703,v,动词,1894.0,0.0198,54.96280000000008
迅速,704,a,形容词,1891.0,0.0198,54.982600000000076
红,705,a,形容词,1887.0,0.0197,55.002300000000076
光,706,n,名词,1886.0,0.0197,55.02200000000008
一部分,707,n,名词,1884.0,0.0197,55.04170000000008
人家,708,r,代词,1883.0,0.0197,55.06140000000008
特殊,709,a,形容词,1881.0,0.0197,55.08110000000008
广大,710,a,形容词,1879.0,0.0197,55.10080000000008
数,711,n,名词,1876.0,0.0196,55.120400000000075
步,712,n,名词,1870.0,0.0196,55.14000000000007
式,713,k,后接成分,1865.0,0.0195,55.15950000000007
线,714,n,名词,1864.0,0.0195,55.198500000000074
解释,715,v,动词,1864.0,0.0195,55.17900000000007
效果,716,n,名词,1859.0,0.0195,55.218000000000075
刚,717,d,副词,1857.0,0.0194,55.23740000000007
件,718,q,量词,1855.0,0.0194,55.25680000000007
完全,719,a,形容词,1850.0,0.0194,55.27620000000007
咱们,720,r,代词,1850.0,0.0194,55.295600000000064
简单,721,a,形容词,1848.0,0.0193,55.314900000000065
身上,722,nl,处所名词,1847.0,0.0193,55.33420000000007
扩大,723,v,动词,1839.0,0.0192,55.353400000000065
姑娘,724,n,名词,1834.0,0.0192,55.37260000000006
会议,725,n,名词,1834.0,0.0192,55.39180000000006
小,726,h,前接成分,1829.0,0.0191,55.41090000000006
传统,727,n,名词,1823.0,0.0191,55.430000000000064
非,728,d,副词,1819.0,0.019,55.44900000000006
亦,729,d,副词,1814.0,0.019,55.46800000000006
句,730,n,名词,1813.0,0.019,55.48700000000006
行,731,v,动词,1812.0,0.019,55.50600000000006
现实,732,n,名词,1811.0,0.019,55.525000000000055
证明,733,v,动词,1810.0,0.0189,55.54390000000006
保护,734,v,动词,1810.0,0.0189,55.56280000000006
别人,735,r,代词,1807.0,0.0189,55.58170000000006
离开,736,v,动词,1805.0,0.0189,55.600600000000064
标准,737,n,名词,1802.0,0.0189,55.619500000000066
表现,738,n,名词,1801.0,0.0188,55.638300000000065
意见,739,n,名词,1799.0,0.0188,55.67590000000006
保持,740,v,动词,1799.0,0.0188,55.657100000000064
苏联,741,ns,地名,1798.0,0.0188,55.69470000000006
正是,742,vl,联系动词,1797.0,0.0188,55.71350000000006
别,743,d,副词,1795.0,0.0188,55.73230000000006
教师,744,n,名词,1795.0,0.0188,55.75110000000006
如此,745,r,代词,1791.0,0.0187,55.76980000000006
远,746,a,形容词,1786.0,0.0187,55.78850000000006
常,747,d,副词,1784.0,0.0187,55.807200000000066
丰富,748,a,形容词,1781.0,0.0186,55.825800000000065
道德,749,n,名词,1779.0,0.0186,55.844400000000064
原子,750,n,名词,1778.0,0.0186,55.86300000000006
职工,751,n,名词,1778.0,0.0186,55.88160000000006
啊,752,u,助词,1774.0,0.0186,55.90020000000006
按照,753,p,介词,1773.0,0.0186,55.91880000000006
减少,754,v,动词,1773.0,0.0186,55.93740000000006
过去,755,vd,趋向动词,1772.0,0.0185,55.97440000000007
除了,756,p,介词,1772.0,0.0185,55.955900000000064
靠,757,v,动词,1771.0,0.0185,55.99290000000007
生物,758,n,名词,1771.0,0.0185,56.01140000000007
吸收,759,v,动词,1771.0,0.0185,56.029900000000076
努力,760,v,动词,1763.0,0.0184,56.048300000000076
意识,761,n,名词,1754.0,0.0184,56.066700000000075
资源,762,n,名词,1752.0,0.0183,56.10330000000008
仍然,763,d,副词,1752.0,0.0183,56.08500000000008
明显,764,a,形容词,1751.0,0.0183,56.121600000000086
化学,765,n,名词,1749.0,0.0183,56.13990000000009
座,766,q,量词,1748.0,0.0183,56.15820000000009
战士,767,n,名词,1745.0,0.0183,56.1765000000001
质,768,n,名词,1745.0,0.0183,56.1948000000001
目标,769,n,名词,1742.0,0.0182,56.2130000000001
几乎,770,d,副词,1742.0,0.0182,56.2312000000001
客观,771,a,形容词,1742.0,0.0182,56.2494000000001
确定,772,v,动词,1739.0,0.0182,56.2676000000001
该,773,vu,能愿动词,1738.0,0.0182,56.2858000000001
平均,774,a,形容词,1735.0,0.0182,56.3040000000001
领导,775,v,动词,1734.0,0.0181,56.3221000000001
花,776,n,名词,1733.0,0.0181,56.35830000000009
脸,777,n,名词,1733.0,0.0181,56.340200000000095
英国,778,ns,地名,1725.0,0.0181,56.37640000000009
困难,779,n,名词,1722.0,0.018,56.39440000000009
虽,780,c,连词,1720.0,0.018,56.41240000000009
本身,781,n,名词,1720.0,0.018,56.43040000000009
接受,782,v,动词,1716.0,0.018,56.44840000000009
这次,783,r,代词,1710.0,0.0179,56.46630000000009
高度,784,n,名词,1708.0,0.0179,56.502100000000084
突然,785,d,副词,1708.0,0.0179,56.48420000000009
动,786,v,动词,1706.0,0.0179,56.52000000000008
高兴,787,a,形容词,1703.0,0.0178,56.555600000000084
帝国主义,788,n,名词,1703.0,0.0178,56.53780000000008
不可,789,vu,能愿动词,1702.0,0.0178,56.573400000000085
该,790,r,代词,1702.0,0.0178,56.591200000000086
厂,791,n,名词,1700.0,0.0178,56.60900000000009
可是,792,d,副词,1699.0,0.0178,56.62680000000009
手段,793,n,名词,1697.0,0.0178,56.64460000000009
只有,794,d,副词,1695.0,0.0177,56.66230000000009
得,795,v,动词,1692.0,0.0177,56.680000000000085
跟,796,c,连词,1687.0,0.0177,56.69770000000008
各个,797,r,代词,1680.0,0.0176,56.715300000000084
天,798,n,名词,1680.0,0.0176,56.732900000000086
态度,799,n,名词,1678.0,0.0176,56.75050000000009
不知,800,v,动词,1677.0,0.0175,56.768000000000086
理想,801,n,名词,1675.0,0.0175,56.785500000000084
公司,802,n,名词,1673.0,0.0175,56.80300000000008
要求,803,n,名词,1673.0,0.0175,56.82050000000008
计算,804,v,动词,1670.0,0.0175,56.83800000000008
观念,805,n,名词,1669.0,0.0175,56.85550000000008
一天,806,nt,时间名词,1667.0,0.0174,56.87290000000008
风,807,n,名词,1664.0,0.0174,56.89030000000008
设备,808,n,名词,1663.0,0.0174,56.907700000000084
下来,809,vd,趋向动词,1661.0,0.0174,56.925100000000086
角,810,n,名词,1659.0,0.0174,56.94250000000009
最大,811,a,形容词,1658.0,0.0174,56.95990000000009
来,812,u,助词,1658.0,0.0174,56.97730000000009
美,813,a,形容词,1656.0,0.0173,56.99460000000009
回答,814,v,动词,1656.0,0.0173,57.01190000000009
多,815,d,副词,1652.0,0.0173,57.02920000000009
上面,816,nd,方位名词,1652.0,0.0173,57.04650000000009
要,817,v,动词,1650.0,0.0173,57.063800000000086
对,818,a,形容词,1648.0,0.0172,57.08100000000009
部队,819,n,名词,1647.0,0.0172,57.09820000000009
穿,820,v,动词,1640.0,0.0172,57.11540000000009
约,821,d,副词,1640.0,0.0172,57.132600000000096
进,822,v,动词,1632.0,0.0171,57.149700000000095
应用,823,v,动词,1628.0,0.017,57.1667000000001
指导,824,v,动词,1627.0,0.017,57.1837000000001
妇女,825,n,名词,1625.0,0.017,57.23470000000011
考虑,826,v,动词,1625.0,0.017,57.21770000000011
以为,827,v,动词,1625.0,0.017,57.200700000000104
加以,828,v,动词,1623.0,0.017,57.25170000000011
办,829,v,动词,1621.0,0.017,57.268700000000116
独立,830,v,动词,1620.0,0.017,57.28570000000012
面前,831,nd,方位名词,1620.0,0.017,57.30270000000012
就要,832,vu,能愿动词,1614.0,0.0169,57.31960000000012
介绍,833,v,动词,1612.0,0.0169,57.33650000000012
家里,834,nl,处所名词,1603.0,0.0168,57.353300000000125
说话,835,v,动词,1603.0,0.0168,57.37010000000013
破坏,836,v,动词,1599.0,0.0167,57.38680000000013
资料,837,n,名词,1598.0,0.0167,57.40350000000013
省,838,n,名词,1598.0,0.0167,57.42020000000013
统治,839,v,动词,1597.0,0.0167,57.45360000000013
下,840,v,动词,1597.0,0.0167,57.43690000000013
道,841,v,动词,1592.0,0.0167,57.47030000000013
措施,842,n,名词,1591.0,0.0166,57.48690000000013
分配,843,v,动词,1588.0,0.0166,57.50350000000012
同样,844,a,形容词,1586.0,0.0166,57.52010000000012
成立,845,v,动词,1586.0,0.0166,57.53670000000012
训练,846,v,动词,1586.0,0.0166,57.553300000000114
二十,847,m,数词,1581.0,0.0165,57.569800000000114
竟,848,d,副词,1580.0,0.0165,57.586300000000115
中央,849,n,名词,1578.0,0.0165,57.602800000000116
重大,850,a,形容词,1576.0,0.0165,57.619300000000116
气,851,n,名词,1575.0,0.0165,57.63580000000012
清楚,852,a,形容词,1571.0,0.0164,57.652200000000114
终于,853,d,副词,1570.0,0.0164,57.66860000000011
数量,854,n,名词,1570.0,0.0164,57.68500000000011
商业,855,n,名词,1568.0,0.0164,57.701400000000106
副,856,h,前接成分,1562.0,0.0163,57.71770000000011
今年,857,nt,时间名词,1559.0,0.0163,57.73400000000011
过来,858,vd,趋向动词,1554.0,0.0163,57.75030000000011
加,859,v,动词,1551.0,0.0162,57.76650000000011
胜利,860,v,动词,1551.0,0.0162,57.782700000000105
普遍,861,a,形容词,1550.0,0.0162,57.7989000000001
重视,862,v,动词,1549.0,0.0162,57.8151000000001
先进,863,a,形容词,1543.0,0.0161,57.8312000000001
发,864,v,动词,1540.0,0.0161,57.847300000000104
若,865,c,连词,1537.0,0.0161,57.863400000000105
想到,866,v,动词,1535.0,0.0161,57.87950000000011
改造,867,v,动词,1533.0,0.016,57.895500000000105
仅,868,d,副词,1528.0,0.016,57.9115000000001
平衡,869,a,形容词,1528.0,0.016,57.9275000000001
讨论,870,v,动词,1526.0,0.016,57.9435000000001
位置,871,n,名词,1526.0,0.016,57.9595000000001
革命,872,n,名词,1524.0,0.0159,57.9754000000001
希望,873,v,动词,1522.0,0.0159,58.007200000000104
军事,874,n,名词,1522.0,0.0159,58.023100000000106
及其,875,c,连词,1522.0,0.0159,57.9913000000001
上述,876,v,动词,1520.0,0.0159,58.03900000000011
权利,877,n,名词,1520.0,0.0159,58.05490000000011
自,878,p,介词,1518.0,0.0159,58.07080000000011
老师,879,n,名词,1517.0,0.0159,58.086700000000114
口,880,n,名词,1515.0,0.0159,58.102600000000116
儿子,881,n,名词,1514.0,0.0158,58.118400000000115
算,882,v,动词,1505.0,0.0157,58.13410000000012
集体,883,n,名词,1505.0,0.0157,58.14980000000012
经过,884,v,动词,1502.0,0.0157,58.16550000000012
