# 来源：本词表来自BCC语料库汉语部分的科技（technology）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
词,排名,频数
Ｈｍ,65364,578
觚,65365,578
厉声,65366,578
７４．３％,65367,578
略见一斑,65368,578
５４．７％,65369,578
阡陌,65370,578
故第,65371,578
ＳＨＶ,65372,578
鞅,65373,578
ＲＨＤＶ,65374,578
产业性,65375,577
缓冲期,65376,577
亲体,65377,577
高山流水,65378,577
肉产品,65379,577
蠢蠢欲动,65380,577
整一,65381,577
ＭＰＦ,65382,577
临阵,65383,577
ＲＧＰ,65384,577
香豆素类,65385,577
ＨＦＲＳＶ,65386,577
罗某,65387,577
ＭＣＤ,65388,577
ＩＲＲ,65389,577
ＡＮＴ,65390,577
第１３位,65391,577
推究,65392,577
细沟,65393,577
黄翔鹏,65394,577
喜乐,65395,577
ｓｅ,65396,577
ＲＰＣ,65397,577
豉,65398,577
畜生,65399,577
严刑峻法,65400,577
值日生,65401,577
ＰＳＡＤ,65402,577
胡蜂,65403,577
完井液,65404,577
Ｅｂ,65405,577
不拘于,65406,577
非加性,65407,577
水滩,65408,577
新配方,65409,577
张竹坡,65410,577
内侧支,65411,577
发现式,65412,577
物以稀为贵,65413,577
有偿使用费,65414,577
角斑岩,65415,577
殖民化,65416,577
优良单株,65417,577
文学作,65418,577
勾连,65419,577
纟,65420,577
起程,65421,577
遛,65422,577
滔天,65423,577
使坏,65424,577
休想,65425,577
气粗,65426,577
Ｔｈｏｍｐｓｏｎ,65427,577
ｆＩ,65428,577
不干胶,65429,577
铰刀,65430,577
标记检测,65431,576
联立方程,65432,576
文明城,65433,576
覆亡,65434,576
ｐｒ,65435,576
黄伟,65436,576
脑门,65437,576
猝死率,65438,576
张宏伟,65439,576
Ｋｏｃｈ,65440,576
遗恨,65441,576
自决权,65442,576
节能法,65443,576
金本位,65444,576
盘库,65445,576
ＮＫＴ,65446,576
盐民,65447,576
朱丹溪,65448,576
模具钢,65449,576
调息,65450,576
急刹车,65451,576
辛酉,65452,576
李娃,65453,576
８３．７％,65454,576
铁环,65455,576
船户,65456,576
晒场,65457,576
恶名,65458,576
Ｂａｙｅｓ,65459,576
老赵,65460,576
李京文,65461,576
组合型,65462,576
美国ＢＤ公司,65463,576
辅因子,65464,576
读写器,65465,576
壮胆,65466,576
传播率,65467,576
新余,65468,576
精气神,65469,576
深入采访,65470,576
门缝,65471,576
关隘,65472,576
Ｅｄ,65473,576
邓州,65474,576
铺板,65475,576
ＡＶＦ,65476,576
Ｔ公司,65477,576
相生相克,65478,576
马甲,65479,576
油矿,65480,576
充填式,65481,576
败落,65482,576
临战,65483,576
鄯善县,65484,576
先抑后扬,65485,576
残积,65486,576
走形式,65487,576
微风化,65488,576
特解,65489,576
同时操作,65490,575
ＭＮＤ,65491,575
议会制,65492,575
Ｅｐｏ,65493,575
Ｇｏｏｇｌｅ,65494,575
Ｑ开关,65495,575
火球,65496,575
西语,65497,575
勾栏,65498,575
位形,65499,575
康佳集团,65500,575
飘飘然,65501,575
花蝽,65502,575
男耕女织,65503,575
Ⅲ级者,65504,575
下户,65505,575
脱叶,65506,575
投影法,65507,575
水肿型,65508,575
官志,65509,575
宜牧,65510,575
洗洁精,65511,575
Ｃｇ,65512,575
第二首,65513,575
密尔,65514,575
ＮＢＮＡ,65515,575
门可罗雀,65516,575
视前区,65517,575
新垦,65518,575
何立民,65519,575
龌,65520,575
应力计,65521,575
直接费,65522,575
商团,65523,575
休戚与共,65524,575
诺华,65525,575
失策,65526,575
太上老君,65527,575
第２６卷,65528,575
卫生城,65529,575
目标化,65530,575
卢文,65531,575
棕壤,65532,575
晒盐,65533,575
氢脆,65534,574
凸集,65535,574
结义,65536,574
装作,65537,574
价码,65538,574
利乐,65539,574
受罪,65540,574
海国图,65541,574
慈姑,65542,574
连坐,65543,574
玢,65544,574
算算,65545,574
纹孔,65546,574
闺阁,65547,574
辐射式,65548,574
国信,65549,574
灰度级,65550,574
问一问,65551,574
郭为,65552,574
奉使,65553,574
巴尔喀什湖,65554,574
国务院新闻办公室,65555,574
??,65556,574
天花乱坠,65557,574
信标,65558,574
ＦＴＩＲ,65559,574
ｓＩｇＡ,65560,574
商股,65561,574
驱逐舰,65562,574
第四批,65563,574
轻子,65564,574
认领,65565,574
Ｒｉｃｈａｒｄ,65566,574
离间,65567,574
正途,65568,574
ＡＦＳ,65569,574
捐钱,65570,574
服药者,65571,574
扬花期,65572,574
ｈＴＲＴ,65573,574
上颚,65574,574
图利,65575,574
干下,65576,574
高代谢,65577,574
小房,65578,574
上告,65579,574
潘石屹,65580,574
舍温,65581,574
ｔｐ,65582,574
ＬＯＭ,65583,574
耶和华,65584,574
自然博物馆,65585,574
许家,65586,574
斯多,65587,574
内海,65588,573
宽缓,65589,573
陨落,65590,573
掩模,65591,573
概数,65592,573
悼词,65593,573
ＲＯＰ,65594,573
Ｒｉｃｈａｒｄｓ,65595,573
余氏,65596,573
烙铁,65597,573
挥洒自如,65598,573
酒花,65599,573
博山,65600,573
大兴县,65601,573
Ｔｈｙ,65602,573
河曲,65603,573
硬汉,65604,573
高人一筹,65605,573
寄生虫性,65606,573
易县,65607,573
松嫩平原,65608,573
东信,65609,573
弗格森,65610,573
薛氏,65611,573
王建琴,65612,573
老陈,65613,573
岛叶,65614,573
套印,65615,573
川军,65616,573
捉拿,65617,573
巴县,65618,573
幸免于难,65619,573
替罪羊,65620,573
刘建国,65621,573
罗定,65622,573
那曲,65623,573
无差错,65624,573
ＰＶＬ,65625,573
庚午,65626,573
找找,65627,573
都察院,65628,573
骨器,65629,573
搓揉,65630,573
天时地利,65631,573
小春,65632,573
Ｂｒｕｎｎｓｔｒｏｍ,65633,573
６５．８％,65634,573
手语,65635,573
富蕴,65636,573
第３段,65637,573
花式,65638,573
明线,65639,573
Ｗｉｌｌｉｓ,65640,572
释然,65641,572
ｃｙｃｌｉｎ,65642,572
两极化,65643,572
电子类,65644,572
两性花,65645,572
团粒结构,65646,572
牯,65647,572
衣钵,65648,572
一走了之,65649,572
花絮,65650,572
Ｖｂ,65651,572
立井,65652,572
垦复,65653,572
军服,65654,572
打眼,65655,572
ＣＳＧ,65656,572
眶上缘,65657,572
尿囊素,65658,572
６２．２％,65659,572
纷杂,65660,572
富勒,65661,572
ｌｇＭ,65662,572
牙槽突,65663,572
溟,65664,572
锯条,65665,572
北京生物制品研究所,65666,572
高要,65667,572
在线式,65668,572
白肉,65669,572
静养,65670,572
可利用性,65671,572
７２．４％,65672,572
ＫＵ,65673,572
碧峰峡,65674,572
ＥＢＥＲ,65675,572
丽江地区,65676,572
电子战,65677,572
财路,65678,572
泉城,65679,572
做检查,65680,572
强固,65681,572
乐平,65682,572
白旗,65683,571
发紧,65684,571
不远千里,65685,571
污渍,65686,571
袈裟,65687,571
ＳＣＳ,65688,571
毒贩,65689,571
外功,65690,571
大户型,65691,571
分而治之,65692,571
月台,65693,571
英航,65694,571
冈下肌,65695,571
浑水,65696,571
扁桃腺,65697,571
可钻性,65698,571
获释,65699,571
总功,65700,571
渊薮,65701,571
输入设备,65702,571
总攻,65703,571
ＤＥＬＬ,65704,571
黄鱼,65705,571
半宽,65706,571
秃顶,65707,571
喑,65708,571
血郁,65709,571
匹夫有责,65710,571
败局,65711,571
国际音标,65712,571
以党代政,65713,571
淋巴结肿大者,65714,571
期刊奖,65715,571
璧山县,65716,571
至圣,65717,571
誉满,65718,571
一贫如洗,65719,571
大脑脚,65720,571
实验员,65721,571
拓片,65722,571
转义,65723,571
改易,65724,571
冬奥会,65725,571
ｎｕ,65726,571
匪徒,65727,571
巴达,65728,571
氟橡胶,65729,571
ｉｎｔｅｒｎｅｔ,65730,571
证券投资者,65731,571
叶蜡石,65732,571
沔,65733,571
哥达,65734,571
平心静气,65735,570
陆先生,65736,570
水泥塞,65737,570
逆温层,65738,570
出租屋,65739,570
不明不白,65740,570
护军,65741,570
ＫＧＦ,65742,570
扫兴,65743,570
前极,65744,570
Ｙｔ,65745,570
郸,65746,570
ＯＵＴ,65747,570
行营,65748,570
孔对,65749,570
阻带,65750,570
忄,65751,570
ＨＭＦ,65752,570
第六十一条,65753,570
椤,65754,570
毛里求斯,65755,570
刘颖,65756,570
南康,65757,570
产科学,65758,570
哥斯达黎加,65759,570
猝灭,65760,570
前途无量,65761,570
６４．４％,65762,570
腰缠万贯,65763,570
白莲教,65764,570
黄蜂,65765,570
风衣,65766,570
数落,65767,570
屡禁不绝,65768,570
黑变病,65769,570
ＥＤＳＶ,65770,570
慢性溃疡性,65771,570
四言诗,65772,570
Ｉｈ,65773,570
小强,65774,570
领事裁判权,65775,570
中央部委,65776,570
劝谏,65777,570
阴郁,65778,570
孱弱,65779,570
铁证,65780,570
王志强,65781,570
喉道,65782,570
ＤＴＳ,65783,570
键位,65784,570
坩,65785,570
机巧,65786,570
钢桥,65787,570
大商人,65788,570
信息费,65789,569
东单,65790,569
余英时,65791,569
鱼钩,65792,569
圣徒,65793,569
毛诗序,65794,569
法津,65795,569
清蒸,65796,569
最新型,65797,569
头痛者,65798,569
籽种,65799,569
漂染,65800,569
葩,65801,569
将校,65802,569
言行不一,65803,569
兴国县,65804,569
急起直追,65805,569
涡轮机,65806,569
地方种,65807,569
夏县,65808,569
失真度,65809,569
是是非非,65810,569
启封,65811,569
基本生,65812,569
政敌,65813,569
Ｏｎ,65814,569
价目表,65815,569
保障费,65816,569
色彩缤纷,65817,569
金属酶,65818,569
进步率,65819,569
牙行,65820,569
７５．５％,65821,569
ＯＬＥＤ,65822,569
Ｗｏｌｆ,65823,569
磨木浆,65824,569
谀,65825,569
０．１０％,65826,569
补报,65827,569
李凌,65828,569
散记,65829,569
礼崩乐坏,65830,569
江干区,65831,569
亚磷酸,65832,569
生命表,65833,569
黄苹,65834,569
投案自首,65835,569
保泰松,65836,569
毖,65837,569
帙,65838,569
服用量,65839,569
丑态,65840,569
殉难,65841,569
提前量,65842,569
不同型,65843,569
重出,65844,569
检验程序,65845,569
南口,65846,569
ＡｎｎｅｘｉｎＶ,65847,569
方言土语,65848,569
镣铐,65849,569
ＸＧ,65850,569
铝制品,65851,569
鹤山,65852,569
歇息,65853,568
ｇｕ,65854,568
裁决权,65855,568
郧县,65856,568
生物肥,65857,568
定序,65858,568
单位根,65859,568
久保,65860,568
贪大求全,65861,568
操纵子,65862,568
做爱,65863,568
解围,65864,568
藏戏,65865,568
棉子糖,65866,568
大竹,65867,568
飞利浦公司,65868,568
惶惶,65869,568
充数,65870,568
心重,65871,568
彪炳,65872,568
水尺,65873,568
巍山,65874,568
鲁山,65875,568
耳孔,65876,568
梅尼埃,65877,568
全本,65878,568
哥老会,65879,568
有头脑,65880,568
精神运动性,65881,568
油气显示,65882,568
ＩｎｄｅｘＭｅｄｉｃｕｓ,65883,568
减阻,65884,568
知难而退,65885,568
打头,65886,568
睥,65887,568
石宗源,65888,568
庸才,65889,568
生吞活剥,65890,568
不声不响,65891,568
薄雾,65892,568
菝,65893,568
周遭,65894,568
年资,65895,568
浙闽,65896,568
热电子,65897,568
肉片,65898,568
大辩论,65899,568
金银首饰,65900,568
循环性,65901,568
第６５页,65902,568
枕木,65903,568
风花雪月,65904,567
耳郭,65905,567
失礼,65906,567
夷陵,65907,567
豌,65908,567
ｏｆｆ,65909,567
长颈鹿,65910,567
首座,65911,567
占用量,65912,567
思南,65913,567
聊聊,65914,567
任前,65915,567
ＣＡｇ,65916,567
甲基红,65917,567
海阳,65918,567
地产业,65919,567
汲水,65920,567
外来种,65921,567
耽于,65922,567
割伤,65923,567
举兵,65924,567
明度,65925,567
单行法,65926,567
浸泡法,65927,567
没劲,65928,567
ＢＳＯ,65929,567
二次型,65930,567
带动性,65931,567
石景山,65932,567
硬癌,65933,567
证券界,65934,567
面墙,65935,567
风餐露宿,65936,567
检测者,65937,567
乇,65938,567
凋落,65939,567
ＫＬＴ,65940,567
北爱尔兰,65941,567
九牛二虎之力,65942,567
意识形态性,65943,567
徐渭,65944,567
普通班,65945,567
ｓｅｌｆ,65946,567
尔凡,65947,567
头下型,65948,567
雅号,65949,567
漏下,65950,567
ＳＶＣＳ,65951,567
仁者见仁,65952,567
白酒业,65953,567
网络学院,65954,567
牧马,65955,567
均等化,65956,567
云量,65957,567
补偿法,65958,567
阿基米德,65959,567
看上了,65960,567
兼程,65961,567
胡某,65962,567
任志强,65963,567
缝补,65964,567
任主任,65965,567
叶县,65966,567
簸箕,65967,567
ＮＩＰＰＶ,65968,567
无名英雄,65969,566
紫雪,65970,566
楼花,65971,566
京津塘,65972,566
入盟,65973,566
督导员,65974,566
云县,65975,566
第４０条,65976,566
蛮族,65977,566
以毒攻毒,65978,566
汀州,65979,566
觋,65980,566
隆武,65981,566
８６．３％,65982,566
休止符,65983,566
放歌,65984,566
不孕者,65985,566
述而不作,65986,566
审计者,65987,566
老五,65988,566
第一幅,65989,566
指日,65990,566
成功之作,65991,566
牛排,65992,566
调情,65993,566
筚,65994,566
思乡之情,65995,566
过梁,65996,566
Ｓｇ,65997,566
失血性,65998,566
Ｊｌ,65999,566
列表框,66000,566
大礼堂,66001,566
卫生部长,66002,566
隐情,66003,566
人造丝,66004,566
相斥,66005,566
李真,66006,566
忤,66007,566
化为泡影,66008,566
总谱,66009,566
长垣,66010,566
小儿麻痹症,66011,566
晚节,66012,566
雪碧,66013,566
知耻,66014,566
疝气,66015,566
喀斯特地区,66016,566
出港,66017,566
姜氏,66018,566
第１６卷,66019,566
从头到脚,66020,566
丹江,66021,566
ＰＥＯ,66022,566
掼,66023,566
编创,66024,566
ｓｋ,66025,566
兜圈子,66026,566
石嘴山,66027,565
威远,66028,565
刘江,66029,565
对感染性,66030,565
塔吉克族,66031,565
通讯录,66032,565
能力型,66033,565
陈建华,66034,565
９１．８％,66035,565
抢救性,66036,565
ＥＫ,66037,565
象鼻,66038,565
冷媒,66039,565
竞争型,66040,565
眇,66041,565
坟地,66042,565
耳鼓,66043,565
姑母,66044,565
舒城,66045,565
ＷＡＩＳ,66046,565
囊胚期,66047,565
总产程,66048,565
精明强干,66049,565
刀枪,66050,565
洋枪,66051,565
甲基橙,66052,565
下解,66053,565
白塔,66054,565
工房,66055,565
姚雪垠,66056,565
字段名,66057,565
地热能,66058,565
莞,66059,565
舒普深,66060,565
迎亲,66061,565
中士,66062,565
第四名,66063,565
椅背,66064,565
种族隔离,66065,565
拍卖业,66066,565
大臣们,66067,565
集体创作,66068,565
星表,66069,565
４７．３％,66070,565
８１．６％,66071,565
海林,66072,565
血清分型,66073,565
笔架,66074,565
炮轰,66075,565
慎密,66076,565
仰融,66077,565
量角器,66078,565
ＭＢＦ,66079,565
维护量,66080,565
南方局,66081,565
理工大学,66082,565
团粒,66083,565
凯利,66084,565
多发者,66085,565
多中心性,66086,565
ｈｄ,66087,565
幸运儿,66088,565
酬谢,66089,565
ＴＲＴ,66090,565
绶,66091,564
无条件投降,66092,564
刘小枫,66093,564
Ｃｔｒｌ,66094,564
塔台,66095,564
腹背,66096,564
冠醚,66097,564
义无返顾,66098,564
下家,66099,564
廷尉,66100,564
日记账,66101,564
内蒙古地区,66102,564
大肠菌,66103,564
冷冻室,66104,564
眼高,66105,564
第六十条,66106,564
选美,66107,564
引道,66108,564
江油,66109,564
视黄酸,66110,564
复写纸,66111,564
池沼,66112,564
板鸭,66113,564
ＢａＴｉＯ,66114,564
得宜,66115,564
焚书坑儒,66116,564
ｍｄｍ,66117,564
慰问品,66118,564
严严实实,66119,564
大宁河,66120,564
菜薹,66121,564
鹦鹉热,66122,564
目标区,66123,564
动人心魄,66124,564
美联社,66125,564
ＳＤＦ,66126,564
榧,66127,564
磷脂酸,66128,564
戕害,66129,564
砂比,66130,564
ｃｄｃ,66131,564
升官发财,66132,564
疏朗,66133,564
打瞌睡,66134,564
广东教育出版社,66135,564
森喜朗,66136,564
查访,66137,564
秦晋,66138,564
咤,66139,564
ＣＴＲ,66140,564
高材生,66141,564
ＨＰＣＥ,66142,564
犹疑,66143,564
山洪暴发,66144,564
秭归县,66145,564
火头,66146,564
戳记,66147,564
阿尔卑斯山,66148,564
ｎｐ,66149,564
穗大粒多,66150,564
胡黄连,66151,564
六段,66152,564
河西区,66153,563
巴蜀书社,66154,563
星星点点,66155,563
为国为民,66156,563
劳而无功,66157,563
充盈期,66158,563
为民造福,66159,563
战栗,66160,563
ＴＧＩ,66161,563
路障,66162,563
徐向前,66163,563
缓慢型,66164,563
方洁,66165,563
时钟脉冲,66166,563
檄文,66167,563
Ｈｏｒｎｅｒ,66168,563
招集,66169,563
峪口,66170,563
新疆省,66171,563
第３辑,66172,563
３９．８％,66173,563
伊吾,66174,563
建隆,66175,563
小脑性,66176,563
奚落,66177,563
斯巴达,66178,563
滚圆,66179,563
尻,66180,563
吖啶橙,66181,563
不眠之夜,66182,563
光柱,66183,563
高歌猛进,66184,563
逢迎,66185,563
定西地区,66186,563
为非作歹,66187,563
坐班,66188,563
张曙光,66189,563
医道,66190,563
失聪,66191,563
国嘉,66192,563
消弭,66193,563
ＣＤＭ,66194,563
洋面,66195,563
防波堤,66196,563
类肝素,66197,563
速调管,66198,563
擂台赛,66199,563
牛瘟,66200,563
有机磷类,66201,563
焦糖,66202,563
便条,66203,563
漏网,66204,563
做秀,66205,563
总和法,66206,563
下划线,66207,563
政治犯,66208,562
观众们,66209,562
存栏量,66210,562
草黄,66211,562
风吹雨打,66212,562
普华永道,66213,562
私心杂念,66214,562
蒙代尔,66215,562
种麻,66216,562
黄桥,66217,562
双峰型,66218,562
上行性,66219,562
音协,66220,562
孤注一掷,66221,562
祭典,66222,562
电渗,66223,562
职高生,66224,562
ＷＬ,66225,562
莨菪类,66226,562
薏米,66227,562
临县,66228,562
厦门特区,66229,562
空前绝后,66230,562
丢脸,66231,562
乐在其中,66232,562
尖端科技,66233,562
反扑,66234,562
原基因,66235,562
柯坪,66236,562
平邑,66237,562
肉膜,66238,562
西客站,66239,562
江川,66240,562
漳州师范学院,66241,562
ＡＩＣＰＡ,66242,562
ＣＸＣＲ,66243,562
煌煌,66244,562
时刻表,66245,562
Ｗａｔｅｒｓ,66246,562
讲武,66247,562
Ｊｆ,66248,562
洪洞,66249,562
Ａｅ,66250,562
ＡＴＬ,66251,562
次生根,66252,562
林火,66253,562
宁乡,66254,562
前生,66255,562
安息香,66256,562
溴水,66257,562
桂南,66258,562
ＶＮＴＲ,66259,562
单纯收缩期,66260,561
ＤＸＭ,66261,561
奔走相告,66262,561
ｎＭ,66263,561
起伏不定,66264,561
李方,66265,561
谐趣,66266,561
余韵,66267,561
词不达意,66268,561
近百亿,66269,561
深圳市红十字会,66270,561
提包,66271,561
小全张,66272,561
周转不灵,66273,561
变函数,66274,561
双职工,66275,561
性本善,66276,561
肺泡隔,66277,561
政纲,66278,561
节节败退,66279,561
徐教授,66280,561
书林,66281,561
瓦杰帕伊,66282,561
獾,66283,561
肩难产,66284,561
Ｐｌｌ,66285,561
拧成一股绳,66286,561
ＣＥＨ,66287,561
求偶,66288,561
印度支那,66289,561
与会人士,66290,561
捐赠者,66291,561
张志刚,66292,561
国内化,66293,561
ＩＰＶ,66294,561
贝勒,66295,561
快捷方式,66296,561
鞋匠,66297,561
纯美,66298,561
公制,66299,561
Ｅｇ,66300,561
呼兰河,66301,561
驿道,66302,561
潢,66303,560
云雀,66304,560
适意,66305,560
出材率,66306,560
应举,66307,560
喷灯,66308,560
６０．３％,66309,560
ＤＦＡ,66310,560
教导员,66311,560
尖细,66312,560
ｋＧｙ,66313,560
ＦＡＤ,66314,560
共沉淀法,66315,560
暗线,66316,560
陆稻,66317,560
多事之秋,66318,560
实体型,66319,560
悬着,66320,560
铺轨,66321,560
伤筋动骨,66322,560
岁首,66323,560
