# 现代汉语语料库词语频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
词语,排名,出现次数,频率（%）,累积频率（%）
名义,5057,202.0,0.0021,80.6202999999999
辞,5058,202.0,0.0021,80.6055999999999
满脸,5059,201.0,0.0021,80.6811999999999
荣誉,5060,201.0,0.0021,80.6790999999999
阻,5061,201.0,0.0021,80.6769999999999
风景,5062,201.0,0.0021,80.6748999999999
扫,5063,201.0,0.0021,80.6727999999999
花园,5064,201.0,0.0021,80.6706999999999
幕,5065,201.0,0.0021,80.6559999999999
技术改造,5066,201.0,0.0021,80.6832999999999
除去,5067,201.0,0.0021,80.6853999999999
违法,5068,201.0,0.0021,80.6664999999999
幅度,5069,201.0,0.0021,80.6643999999999
辅助,5070,201.0,0.0021,80.6622999999999
总和,5071,201.0,0.0021,80.6601999999999
无穷,5072,201.0,0.0021,80.6580999999999
骄傲,5073,201.0,0.0021,80.6685999999999
飞到,5074,200.0,0.0021,80.7210999999999
技术人员,5075,200.0,0.0021,80.7084999999999
当今,5076,200.0,0.0021,80.7252999999999
大象,5077,200.0,0.0021,80.7168999999999
纪录,5078,200.0,0.0021,80.7399999999999
即使是,5079,200.0,0.0021,80.7231999999999
供求,5080,200.0,0.0021,80.7147999999999
凝固,5081,200.0,0.0021,80.7273999999999
抒情,5082,200.0,0.0021,80.7294999999999
蒙,5083,200.0,0.0021,80.7315999999999
夸张,5084,200.0,0.0021,80.7336999999999
通电,5085,200.0,0.0021,80.7357999999999
唱歌,5086,200.0,0.0021,80.7378999999999
交替,5087,200.0,0.0021,80.7189999999999
祭,5088,200.0,0.0021,80.7105999999999
全面发展,5089,200.0,0.0021,80.6895999999999
纠纷,5090,200.0,0.0021,80.6916999999999
人民代表大会,5091,200.0,0.0021,80.6937999999999
亏,5092,200.0,0.0021,80.6958999999999
经济学,5093,200.0,0.0021,80.6979999999999
变换,5094,200.0,0.0021,80.7000999999999
伦敦,5095,200.0,0.0021,80.7021999999999
迁移,5096,200.0,0.0021,80.7042999999999
产卵,5097,200.0,0.0021,80.7126999999999
缓和,5098,200.0,0.0021,80.7063999999999
欧,5099,200.0,0.0021,80.6874999999999
传入,5100,199.0,0.0021,80.7651999999998
渔,5101,199.0,0.0021,80.7819999999998
热力学,5102,199.0,0.0021,80.7798999999998
运算,5103,199.0,0.0021,80.7777999999998
摊,5104,199.0,0.0021,80.7756999999998
混和,5105,199.0,0.0021,80.7735999999998
地势,5106,199.0,0.0021,80.7714999999998
回国,5107,199.0,0.0021,80.7693999999998
不便,5108,199.0,0.0021,80.7609999999998
黑格尔,5109,199.0,0.0021,80.7672999999998
依次,5110,199.0,0.0021,80.7861999999998
流派,5111,199.0,0.0021,80.7840999999998
注射,5112,199.0,0.0021,80.7441999999999
黑龙江,5113,199.0,0.0021,80.7462999999998
锋,5114,199.0,0.0021,80.7483999999998
必然性,5115,199.0,0.0021,80.7420999999999
拿来,5116,199.0,0.0021,80.7504999999998
缓缓,5117,199.0,0.0021,80.7525999999998
射击,5118,199.0,0.0021,80.7546999999998
荷兰,5119,199.0,0.0021,80.7567999999998
阐明,5120,199.0,0.0021,80.7630999999998
安定,5121,199.0,0.0021,80.7588999999998
多余,5122,198.0,0.0021,80.8155999999998
直观,5123,198.0,0.0021,80.8071999999998
吸附,5124,198.0,0.0021,80.8134999999998
而后,5125,198.0,0.0021,80.8176999999998
拍摄,5126,198.0,0.0021,80.8197999999998
学员,5127,198.0,0.0021,80.8218999999998
携带,5128,198.0,0.0021,80.8239999999998
深夜,5129,198.0,0.0021,80.8260999999998
爱因斯坦,5130,198.0,0.0021,80.8092999999998
出卖,5131,198.0,0.0021,80.8050999999998
洪,5132,198.0,0.0021,80.7882999999998
调和,5133,198.0,0.0021,80.7903999999998
神态,5134,198.0,0.0021,80.7924999999998
唔,5135,198.0,0.0021,80.7945999999998
国家机关,5136,198.0,0.0021,80.7966999999998
嘿,5137,198.0,0.0021,80.8029999999998
有意义,5138,198.0,0.0021,80.7987999999998
作法,5139,198.0,0.0021,80.8113999999998
过度,5140,198.0,0.0021,80.8008999999998
落下,5141,197.0,0.0021,80.8554999999998
题目,5142,197.0,0.0021,80.8701999999998
百万,5143,197.0,0.0021,80.8575999999998
体操,5144,197.0,0.0021,80.8491999999998
男性,5145,197.0,0.0021,80.8596999999998
公认,5146,197.0,0.0021,80.8617999999998
长期以来,5147,197.0,0.0021,80.8638999999998
跳跃,5148,197.0,0.0021,80.8659999999998
炉,5149,197.0,0.0021,80.8680999999998
剥夺,5150,197.0,0.0021,80.8533999999998
农场,5151,197.0,0.0021,80.8302999999998
清除,5152,197.0,0.0021,80.8449999999998
合并,5153,197.0,0.0021,80.8281999999998
巧妙,5154,197.0,0.0021,80.8428999999998
形而上学,5155,197.0,0.0021,80.8512999999998
溶于,5156,197.0,0.0021,80.8407999999998
盏,5157,197.0,0.0021,80.8386999999998
行人,5158,197.0,0.0021,80.8365999999998
灾难,5159,197.0,0.0021,80.8344999999998
教堂,5160,197.0,0.0021,80.8323999999998
笑话,5161,197.0,0.0021,80.8470999999998
抵,5162,196.0,0.0021,80.9058999999997
四肢,5163,196.0,0.0021,80.9331999999997
睡眠,5164,196.0,0.0021,80.9100999999997
竭力,5165,196.0,0.0021,80.8995999999998
阶级社会,5166,196.0,0.0021,80.9142999999997
扮演,5167,196.0,0.0021,80.9079999999997
击,5168,196.0,0.0021,80.9163999999997
上山,5169,196.0,0.0021,80.9310999999997
所属,5170,196.0,0.0021,80.9205999999997
四百,5171,196.0,0.0021,80.9226999999997
一月,5172,196.0,0.0021,80.9247999999997
是非,5173,196.0,0.0021,80.9268999999997
从不,5174,196.0,0.0021,80.9289999999997
矿物,5175,196.0,0.0021,80.9184999999997
幼儿,5176,196.0,0.0021,80.9121999999997
鉴别,5177,196.0,0.0021,80.8974999999998
尸体,5178,196.0,0.0021,80.8785999999998
晶,5179,196.0,0.0021,80.8743999999998
工商,5180,196.0,0.0021,80.8806999999998
手臂,5181,196.0,0.0021,80.8827999999998
半岛,5182,196.0,0.0021,80.8848999999998
逐,5183,196.0,0.0021,80.8764999999998
炎,5184,196.0,0.0021,80.8869999999998
人民政府,5185,196.0,0.0021,80.8890999999998
修正主义,5186,196.0,0.0021,80.8911999999998
观看,5187,196.0,0.0021,80.8932999999998
综合性,5188,196.0,0.0021,80.9016999999997
无不,5189,196.0,0.0021,80.8953999999998
统一战线,5190,196.0,0.0021,80.8722999999998
转到,5191,196.0,0.0021,80.9037999999997
悲哀,5192,195.0,0.002,80.9591999999997
物理学家,5193,195.0,0.002,80.9571999999997
前线,5194,195.0,0.002,80.9531999999997
讲过,5195,195.0,0.002,80.9611999999997
天真,5196,195.0,0.002,80.9631999999997
订,5197,195.0,0.002,80.9651999999997
拜,5198,195.0,0.002,80.9671999999997
命名,5199,195.0,0.002,80.9691999999996
头顶,5200,195.0,0.002,80.9711999999996
康德,5201,195.0,0.002,80.9551999999997
发起,5202,195.0,0.002,80.9491999999997
社会实践,5203,195.0,0.002,80.9351999999997
愁,5204,195.0,0.002,80.9371999999997
发展中国家,5205,195.0,0.002,80.9391999999997
赛,5206,195.0,0.002,80.9411999999997
侵略者,5207,195.0,0.002,80.9431999999997
麻,5208,195.0,0.002,80.9451999999997
准则,5209,195.0,0.002,80.9471999999997
微弱,5210,195.0,0.002,80.9511999999997
后方,5211,194.0,0.002,81.0051999999996
召集,5212,194.0,0.002,81.0011999999996
支部,5213,194.0,0.002,81.0091999999996
正义,5214,194.0,0.002,81.0111999999995
河水,5215,194.0,0.002,81.0131999999995
梁,5216,194.0,0.002,81.0151999999995
全家,5217,194.0,0.002,81.0311999999995
上班,5218,194.0,0.002,81.0171999999995
引入,5219,194.0,0.002,81.0191999999995
声明,5220,194.0,0.002,81.0211999999995
陌生,5221,194.0,0.002,81.0231999999995
相差,5222,194.0,0.002,81.0251999999995
乡下,5223,194.0,0.002,81.0271999999995
扬,5224,194.0,0.002,81.0291999999995
稳定性,5225,194.0,0.002,81.0071999999996
流动资金,5226,194.0,0.002,80.9931999999996
小姑娘,5227,194.0,0.002,80.9831999999996
销,5228,194.0,0.002,81.0031999999996
山脉,5229,194.0,0.002,80.9771999999996
抽出,5230,194.0,0.002,80.9791999999996
大婶,5231,194.0,0.002,80.9811999999996
叔,5232,194.0,0.002,80.9751999999996
带到,5233,194.0,0.002,80.9851999999996
触,5234,194.0,0.002,80.9871999999996
上前,5235,194.0,0.002,80.9891999999996
开门,5236,194.0,0.002,80.9991999999996
结成,5237,194.0,0.002,80.9911999999996
判决,5238,194.0,0.002,80.9731999999996
纲领,5239,194.0,0.002,80.9951999999996
谈起,5240,194.0,0.002,80.9971999999996
堵,5241,193.0,0.002,81.0591999999994
短短,5242,193.0,0.002,81.0631999999994
系列,5243,193.0,0.002,81.0651999999994
失调,5244,193.0,0.002,81.0671999999994
暴力,5245,193.0,0.002,81.0691999999994
滋味,5246,193.0,0.002,81.0791999999994
水源,5247,193.0,0.002,81.0711999999994
痛快,5248,193.0,0.002,81.0431999999995
辩证唯物主义,5249,193.0,0.002,81.0731999999994
重工业,5250,193.0,0.002,81.0611999999994
交代,5251,193.0,0.002,81.0751999999994
傻,5252,193.0,0.002,81.0771999999994
锁,5253,193.0,0.002,81.0811999999994
很久,5254,193.0,0.002,81.0511999999995
财力,5255,193.0,0.002,81.0351999999995
合格,5256,193.0,0.002,81.0371999999995
旋律,5257,193.0,0.002,81.0411999999995
增添,5258,193.0,0.002,81.0451999999995
电脑,5259,193.0,0.002,81.0471999999995
拆,5260,193.0,0.002,81.0491999999995
帐,5261,193.0,0.002,81.0571999999994
绝大部分,5262,193.0,0.002,81.0531999999995
拔,5263,193.0,0.002,81.0331999999995
鼻,5264,193.0,0.002,81.0551999999994
鸭,5265,193.0,0.002,81.0391999999995
日夜,5266,192.0,0.002,81.1131999999993
画出,5267,192.0,0.002,81.1091999999993
边界,5268,192.0,0.002,81.1031999999993
铀,5269,192.0,0.002,81.1111999999993
百年,5270,192.0,0.002,81.1151999999993
谋,5271,192.0,0.002,81.1171999999993
操,5272,192.0,0.002,81.1191999999993
大叔,5273,192.0,0.002,81.1211999999993
生产能力,5274,192.0,0.002,81.1231999999993
闪烁,5275,192.0,0.002,81.1051999999993
绿化,5276,192.0,0.002,81.0971999999993
湖北,5277,192.0,0.002,81.0851999999994
上课,5278,192.0,0.002,81.0871999999994
裂,5279,192.0,0.002,81.0891999999994
周年,5280,192.0,0.002,81.0911999999994
柳,5281,192.0,0.002,81.0931999999994
省委,5282,192.0,0.002,81.0991999999993
难题,5283,192.0,0.002,81.1011999999993
箱,5284,192.0,0.002,81.1071999999993
槽,5285,192.0,0.002,81.0951999999994
易于,5286,192.0,0.002,81.0831999999994
风暴,5287,191.0,0.002,81.1511999999992
成效,5288,191.0,0.002,81.1491999999992
耶稣,5289,191.0,0.002,81.1471999999992
亲戚,5290,191.0,0.002,81.1451999999992
不下,5291,191.0,0.002,81.1431999999992
砸,5292,191.0,0.002,81.1411999999992
富于,5293,191.0,0.002,81.1251999999993
决定性,5294,191.0,0.002,81.1531999999992
优越,5295,191.0,0.002,81.1551999999992
发热,5296,191.0,0.002,81.1371999999993
力求,5297,191.0,0.002,81.1351999999993
这边,5298,191.0,0.002,81.1331999999993
忽,5299,191.0,0.002,81.1311999999993
跑去,5300,191.0,0.002,81.1291999999993
轻易,5301,191.0,0.002,81.1271999999993
一度,5302,191.0,0.002,81.1391999999992
两岸,5303,190.0,0.002,81.1811999999992
剩余价值,5304,190.0,0.002,81.1771999999992
腐朽,5305,190.0,0.002,81.1831999999991
厅,5306,190.0,0.002,81.1851999999991
不料,5307,190.0,0.002,81.1631999999992
反过来,5308,190.0,0.002,81.1871999999991
历来,5309,190.0,0.002,81.1791999999992
场上,5310,190.0,0.002,81.1891999999991
暗示,5311,190.0,0.002,81.1911999999991
册,5312,190.0,0.002,81.1931999999991
一般人,5313,190.0,0.002,81.1951999999991
两旁,5314,190.0,0.002,81.1731999999992
炸,5315,190.0,0.002,81.1591999999992
神气,5316,190.0,0.002,81.1611999999992
海岸,5317,190.0,0.002,81.1651999999992
正要,5318,190.0,0.002,81.1671999999992
跑来,5319,190.0,0.002,81.1691999999992
侧面,5320,190.0,0.002,81.1751999999992
直角,5321,190.0,0.002,81.1711999999992
一端,5322,190.0,0.002,81.1571999999992
化学反应,5323,189.0,0.002,81.233199999999
传授,5324,189.0,0.002,81.235199999999
同期,5325,189.0,0.002,81.261199999999
俗,5326,189.0,0.002,81.239199999999
朋友们,5327,189.0,0.002,81.231199999999
以内,5328,189.0,0.002,81.243199999999
长沙,5329,189.0,0.002,81.245199999999
说成,5330,189.0,0.002,81.247199999999
算了,5331,189.0,0.002,81.249199999999
江苏,5332,189.0,0.002,81.251199999999
清理,5333,189.0,0.002,81.253199999999
无情,5334,189.0,0.002,81.255199999999
待遇,5335,189.0,0.002,81.257199999999
鹿,5336,189.0,0.002,81.259199999999
线索,5337,189.0,0.002,81.2211999999991
港,5338,189.0,0.002,81.241199999999
魏,5339,189.0,0.002,81.237199999999
征,5340,189.0,0.002,81.1971999999991
火柴,5341,189.0,0.002,81.2031999999991
本质上,5342,189.0,0.002,81.2051999999991
手工,5343,189.0,0.002,81.2071999999991
外汇,5344,189.0,0.002,81.2091999999991
电动,5345,189.0,0.002,81.2111999999991
收音机,5346,189.0,0.002,81.2011999999991
第二次世界大战,5347,189.0,0.002,81.2131999999991
出土,5348,189.0,0.002,81.2151999999991
指向,5349,189.0,0.002,81.2171999999991
低级,5350,189.0,0.002,81.229199999999
捏,5351,189.0,0.002,81.2191999999991
豆腐,5352,189.0,0.002,81.1991999999991
清代,5353,189.0,0.002,81.2231999999991
设有,5354,189.0,0.002,81.225199999999
一开始,5355,189.0,0.002,81.227199999999
通信,5356,188.0,0.002,81.2911999999989
渐,5357,188.0,0.002,81.2891999999989
打电话,5358,188.0,0.002,81.2871999999989
会见,5359,188.0,0.002,81.2851999999989
现状,5360,188.0,0.002,81.2831999999989
对手,5361,188.0,0.002,81.2811999999989
录,5362,188.0,0.002,81.2791999999989
会场,5363,188.0,0.002,81.2771999999989
物品,5364,188.0,0.002,81.263199999999
弯曲,5365,188.0,0.002,81.2751999999989
放射,5366,188.0,0.002,81.2931999999989
受伤,5367,188.0,0.002,81.2711999999989
不好意思,5368,188.0,0.002,81.2691999999989
手枪,5369,188.0,0.002,81.267199999999
热能,5370,188.0,0.002,81.265199999999
大妈,5371,188.0,0.002,81.2731999999989
罢工,5372,187.0,0.002,81.3191999999988
往前,5373,187.0,0.002,81.3231999999988
与其,5374,187.0,0.002,81.3251999999988
启示,5375,187.0,0.002,81.3271999999988
必将,5376,187.0,0.002,81.3291999999988
全年,5377,187.0,0.002,81.3311999999988
马列主义,5378,187.0,0.002,81.3431999999988
生命力,5379,187.0,0.002,81.3331999999988
原谅,5380,187.0,0.002,81.3351999999988
姿势,5381,187.0,0.002,81.3371999999988
转入,5382,187.0,0.002,81.3411999999988
红旗,5383,187.0,0.002,81.3391999999988
娃娃,5384,187.0,0.002,81.3211999999988
蝴蝶,5385,187.0,0.002,81.3111999999988
告别,5386,187.0,0.002,81.2951999999989
自信,5387,187.0,0.002,81.2971999999989
掩盖,5388,187.0,0.002,81.2991999999989
高峰,5389,187.0,0.002,81.3011999999989
高等,5390,187.0,0.002,81.3031999999989
历代,5391,187.0,0.002,81.3051999999989
强弱,5392,187.0,0.002,81.3071999999989
难于,5393,187.0,0.002,81.3091999999989
孔子,5394,187.0,0.002,81.3171999999988
仪,5395,187.0,0.002,81.3151999999988
叶片,5396,187.0,0.002,81.3131999999988
利息,5397,186.0,0.0019,81.3602999999988
优质,5398,186.0,0.0019,81.3716999999989
雕塑,5399,186.0,0.0019,81.3659999999988
缓,5400,186.0,0.0019,81.3735999999989
独立性,5401,186.0,0.0019,81.3754999999989
田野,5402,186.0,0.0019,81.3773999999989
私,5403,186.0,0.0019,81.3792999999989
藻类,5404,186.0,0.0019,81.3811999999989
习性,5405,186.0,0.0019,81.3830999999989
旺盛,5406,186.0,0.0019,81.3621999999988
蚕,5407,186.0,0.0019,81.3697999999989
半殖民地,5408,186.0,0.0019,81.3678999999989
宝,5409,186.0,0.0019,81.3469999999988
锅,5410,186.0,0.0019,81.3488999999988
老人家,5411,186.0,0.0019,81.3507999999988
军民,5412,186.0,0.0019,81.3526999999988
现行,5413,186.0,0.0019,81.3545999999988
总量,5414,186.0,0.0019,81.3640999999988
市民,5415,186.0,0.0019,81.3583999999988
开办,5416,186.0,0.0019,81.3450999999988
宣扬,5417,186.0,0.0019,81.3564999999988
颗粒,5418,185.0,0.0019,81.3849999999989
搜集,5419,185.0,0.0019,81.415399999999
三角,5420,185.0,0.0019,81.411599999999
施行,5421,185.0,0.0019,81.4286999999991
点燃,5422,185.0,0.0019,81.413499999999
海区,5423,185.0,0.0019,81.407799999999
姐妹,5424,185.0,0.0019,81.417299999999
好些,5425,185.0,0.0019,81.419199999999
几分,5426,185.0,0.0019,81.421099999999
好坏,5427,185.0,0.0019,81.422999999999
对人,5428,185.0,0.0019,81.424899999999
标本,5429,185.0,0.0019,81.426799999999
驴,5430,185.0,0.0019,81.409699999999
讲述,5431,185.0,0.0019,81.403999999999
资本主义制度,5432,185.0,0.0019,81.3944999999989
嫁,5433,185.0,0.0019,81.3887999999989
来讲,5434,185.0,0.0019,81.3906999999989
败,5435,185.0,0.0019,81.3925999999989
钢琴,5436,185.0,0.0019,81.3868999999989
预先,5437,185.0,0.0019,81.3963999999989
车上,5438,185.0,0.0019,81.398299999999
护,5439,185.0,0.0019,81.400199999999
肠,5440,185.0,0.0019,81.402099999999
煮,5441,185.0,0.0019,81.405899999999
二十二,5442,184.0,0.0019,81.4685999999992
肌,5443,184.0,0.0019,81.4552999999991
非法,5444,184.0,0.0019,81.4495999999991
不可避免,5445,184.0,0.0019,81.4571999999991
随机,5446,184.0,0.0019,81.4590999999992
持久,5447,184.0,0.0019,81.4609999999992
落到,5448,184.0,0.0019,81.4628999999992
联盟,5449,184.0,0.0019,81.4647999999992
确是,5450,184.0,0.0019,81.4666999999992
堂,5451,184.0,0.0019,81.4533999999991
尿,5452,184.0,0.0019,81.4457999999991
激情,5453,184.0,0.0019,81.4324999999991
有所不同,5454,184.0,0.0019,81.4514999999991
抓好,5455,184.0,0.0019,81.4343999999991
园,5456,184.0,0.0019,81.4362999999991
意图,5457,184.0,0.0019,81.4305999999991
剩余,5458,184.0,0.0019,81.4381999999991
中共,5459,184.0,0.0019,81.4400999999991
闪电,5460,184.0,0.0019,81.4419999999991
序,5461,184.0,0.0019,81.4476999999991
摄影,5462,184.0,0.0019,81.4438999999991
耕,5463,183.0,0.0019,81.4951999999993
微小,5464,183.0,0.0019,81.4989999999993
碰上,5465,183.0,0.0019,81.5008999999993
变更,5466,183.0,0.0019,81.5027999999993
生产合作社,5467,183.0,0.0019,81.5046999999993
翻身,5468,183.0,0.0019,81.5065999999993
胶,5469,183.0,0.0019,81.5198999999994
摆动,5470,183.0,0.0019,81.5084999999993
对抗,5471,183.0,0.0019,81.5103999999993
老实,5472,183.0,0.0019,81.5122999999993
咽,5473,183.0,0.0019,81.5141999999993
狩猎,5474,183.0,0.0019,81.5160999999993
炼,5475,183.0,0.0019,81.5179999999993
一跳,5476,183.0,0.0019,81.5217999999994
罪犯,5477,183.0,0.0019,81.4913999999993
完备,5478,183.0,0.0019,81.4742999999992
江西,5479,183.0,0.0019,81.4761999999992
季,5480,183.0,0.0019,81.4780999999992
纽约,5481,183.0,0.0019,81.4799999999992
振荡,5482,183.0,0.0019,81.4723999999992
养殖,5483,183.0,0.0019,81.4818999999992
递,5484,183.0,0.0019,81.4837999999992
军区,5485,183.0,0.0019,81.4856999999992
为首,5486,183.0,0.0019,81.4894999999993
林业,5487,183.0,0.0019,81.4932999999993
文物,5488,183.0,0.0019,81.4970999999993
揭开,5489,183.0,0.0019,81.4704999999992
湿润,5490,183.0,0.0019,81.4875999999992
集体农庄,5491,182.0,0.0019,81.5521999999995
人事,5492,182.0,0.0019,81.5483999999994
得知,5493,182.0,0.0019,81.5540999999995
解放区,5494,182.0,0.0019,81.5559999999995
变形,5495,182.0,0.0019,81.5578999999995
游击队,5496,182.0,0.0019,81.5597999999995
不要紧,5497,182.0,0.0019,81.5692999999995
挖掘,5498,182.0,0.0019,81.5616999999995
全民,5499,182.0,0.0019,81.5635999999995
遗留,5500,182.0,0.0019,81.5654999999995
挑选,5501,182.0,0.0019,81.5445999999994
帽,5502,182.0,0.0019,81.5673999999995
汪,5503,182.0,0.0019,81.5502999999995
后边,5504,182.0,0.0019,81.5426999999994
要紧,5505,182.0,0.0019,81.5255999999994
采集,5506,182.0,0.0019,81.5274999999994
确保,5507,182.0,0.0019,81.5293999999994
限,5508,182.0,0.0019,81.5312999999994
哲学家,5509,182.0,0.0019,81.5331999999994
灭亡,5510,182.0,0.0019,81.5350999999994
口腔,5511,182.0,0.0019,81.5369999999994
歪曲,5512,182.0,0.0019,81.5388999999994
放入,5513,182.0,0.0019,81.5464999999994
不觉,5514,182.0,0.0019,81.5407999999994
山谷,5515,182.0,0.0019,81.5236999999994
眼下,5516,181.0,0.0019,81.6167999999997
借助,5517,181.0,0.0019,81.5977999999996
轮廓,5518,181.0,0.0019,81.5996999999996
途中,5519,181.0,0.0019,81.5939999999996
丑,5520,181.0,0.0019,81.6034999999996
县长,5521,181.0,0.0019,81.6053999999996
一派,5522,181.0,0.0019,81.6072999999996
或许,5523,181.0,0.0019,81.6091999999996
往后,5524,181.0,0.0019,81.6110999999997
新建,5525,181.0,0.0019,81.6129999999997
突变,5526,181.0,0.0019,81.6148999999997
咧,5527,181.0,0.0019,81.5958999999996
远方,5528,181.0,0.0019,81.5901999999996
话语,5529,181.0,0.0019,81.5730999999995
环流,5530,181.0,0.0019,81.5749999999995
叠,5531,181.0,0.0019,81.5768999999995
甩,5532,181.0,0.0019,81.5787999999995
大笑,5533,181.0,0.0019,81.5806999999996
同年,5534,181.0,0.0019,81.5825999999996
嫂子,5535,181.0,0.0019,81.5920999999996
超额,5536,181.0,0.0019,81.5863999999996
残余,5537,181.0,0.0019,81.5711999999995
公正,5538,181.0,0.0019,81.5882999999996
期限,5539,181.0,0.0019,81.5844999999996
羽毛,5540,181.0,0.0019,81.6015999999996
突,5541,180.0,0.0019,81.6699999999998
果树,5542,180.0,0.0019,81.6490999999998
来得,5543,180.0,0.0019,81.6433999999998
外形,5544,180.0,0.0019,81.6509999999998
下令,5545,180.0,0.0019,81.6528999999998
厚度,5546,180.0,0.0019,81.6547999999998
诉讼,5547,180.0,0.0019,81.6661999999998
越过,5548,180.0,0.0019,81.6566999999998
表皮,5549,180.0,0.0019,81.6585999999998
历史唯物主义,5550,180.0,0.0019,81.6604999999998
凑,5551,180.0,0.0019,81.6623999999998
捆,5552,180.0,0.0019,81.6642999999998
