# 现代汉语语料库词语频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
词语,排名,出现次数,频率（%）,累积频率（%）
商品生产,4451,233.0,0.0024,79.2618999999994
抛弃,4452,233.0,0.0024,79.2882999999993
打仗,4453,233.0,0.0024,79.2642999999994
激素,4454,232.0,0.0024,79.3218999999992
注意力,4455,232.0,0.0024,79.3194999999993
大体,4456,232.0,0.0024,79.3170999999993
标,4457,232.0,0.0024,79.3146999999993
上空,4458,232.0,0.0024,79.3122999999993
变异,4459,232.0,0.0024,79.2930999999993
因果,4460,232.0,0.0024,79.3098999999993
蒙古,4461,232.0,0.0024,79.3242999999992
司法,4462,232.0,0.0024,79.3074999999993
导体,4463,232.0,0.0024,79.3050999999993
引力,4464,232.0,0.0024,79.3026999999993
几千,4465,232.0,0.0024,79.3002999999993
六月,4466,232.0,0.0024,79.2978999999993
古人,4467,232.0,0.0024,79.2954999999993
杀死,4468,231.0,0.0024,79.3434999999992
喷,4469,231.0,0.0024,79.3578999999992
充足,4470,231.0,0.0024,79.3554999999992
因子,4471,231.0,0.0024,79.3530999999992
外边,4472,231.0,0.0024,79.3506999999992
两端,4473,231.0,0.0024,79.3458999999992
定期,4474,231.0,0.0024,79.3482999999992
图案,4475,231.0,0.0024,79.3266999999992
挑战,4476,231.0,0.0024,79.3290999999992
酶,4477,231.0,0.0024,79.3410999999992
宫,4478,231.0,0.0024,79.3602999999992
座谈会,4479,231.0,0.0024,79.3386999999992
春秋,4480,231.0,0.0024,79.3362999999992
格外,4481,231.0,0.0024,79.3338999999992
秘书,4482,231.0,0.0024,79.3314999999992
喘,4483,230.0,0.0024,79.3914999999991
大洋,4484,230.0,0.0024,79.3866999999991
可知,4485,230.0,0.0024,79.3962999999991
记住,4486,230.0,0.0024,79.3986999999991
黄昏,4487,230.0,0.0024,79.4010999999991
仅有,4488,230.0,0.0024,79.4034999999991
罪恶,4489,230.0,0.0024,79.4058999999991
碎,4490,230.0,0.0024,79.408299999999
矮,4491,230.0,0.0024,79.3794999999991
溶,4492,230.0,0.0024,79.3938999999991
丝毫,4493,230.0,0.0024,79.3890999999991
添,4494,230.0,0.0024,79.3650999999991
生意,4495,230.0,0.0024,79.3674999999991
多年来,4496,230.0,0.0024,79.3698999999991
写道,4497,230.0,0.0024,79.3722999999991
发达国家,4498,230.0,0.0024,79.3746999999991
放在,4499,230.0,0.0024,79.3842999999991
踢,4500,230.0,0.0024,79.3770999999991
拉开,4501,230.0,0.0024,79.3626999999992
欺骗,4502,230.0,0.0024,79.3818999999991
潮,4503,229.0,0.0024,79.432299999999
踩,4504,229.0,0.0024,79.413099999999
奇迹,4505,229.0,0.0024,79.429899999999
专制,4506,229.0,0.0024,79.437099999999
强化,4507,229.0,0.0024,79.427499999999
雄,4508,229.0,0.0024,79.425099999999
伤害,4509,229.0,0.0024,79.434699999999
人性,4510,229.0,0.0024,79.422699999999
掠夺,4511,229.0,0.0024,79.420299999999
营业,4512,229.0,0.0024,79.415499999999
截,4513,229.0,0.0024,79.410699999999
也好,4514,229.0,0.0024,79.417899999999
经典,4515,228.0,0.0024,79.4586999999989
震动,4516,228.0,0.0024,79.4562999999989
内外,4517,228.0,0.0024,79.4538999999989
盒,4518,228.0,0.0024,79.4514999999989
频繁,4519,228.0,0.0024,79.449099999999
主管部门,4520,228.0,0.0024,79.439499999999
承包,4521,228.0,0.0024,79.446699999999
独自,4522,228.0,0.0024,79.4610999999989
地壳,4523,228.0,0.0024,79.444299999999
车站,4524,228.0,0.0024,79.441899999999
赋予,4525,227.0,0.0024,79.4970999999988
掀起,4526,227.0,0.0024,79.4946999999988
王朝,4527,227.0,0.0024,79.4922999999988
提醒,4528,227.0,0.0024,79.4898999999989
笑声,4529,227.0,0.0024,79.4874999999989
君,4530,227.0,0.0024,79.4850999999989
每月,4531,227.0,0.0024,79.4826999999989
撒,4532,227.0,0.0024,79.4994999999988
公元前,4533,227.0,0.0024,79.4658999999989
看待,4534,227.0,0.0024,79.4802999999989
未必,4535,227.0,0.0024,79.4778999999989
育,4536,227.0,0.0024,79.4634999999989
事先,4537,227.0,0.0024,79.4730999999989
尤,4538,227.0,0.0024,79.5018999999988
轻松,4539,227.0,0.0024,79.4706999999989
选手,4540,227.0,0.0024,79.4682999999989
连队,4541,227.0,0.0024,79.4754999999989
疼,4542,226.0,0.0024,79.5402999999987
军长,4543,226.0,0.0024,79.5378999999987
接待,4544,226.0,0.0024,79.5354999999987
吵,4545,226.0,0.0024,79.5330999999988
租,4546,226.0,0.0024,79.5306999999988
咳嗽,4547,226.0,0.0024,79.5282999999988
时机,4548,226.0,0.0024,79.5210999999988
做得,4549,226.0,0.0024,79.5258999999988
清朝,4550,226.0,0.0024,79.5426999999987
走近,4551,226.0,0.0024,79.5066999999988
地里,4552,226.0,0.0024,79.5090999999988
炮,4553,226.0,0.0024,79.5114999999988
窗户,4554,226.0,0.0024,79.5138999999988
随即,4555,226.0,0.0024,79.5162999999988
嗓子,4556,226.0,0.0024,79.5234999999988
打死,4557,226.0,0.0024,79.5186999999988
佛,4558,226.0,0.0024,79.5042999999988
苏维埃,4559,225.0,0.0024,79.5642999999987
镜头,4560,225.0,0.0024,79.5738999999987
阻止,4561,225.0,0.0024,79.5714999999987
近来,4562,225.0,0.0024,79.5666999999987
严密,4563,225.0,0.0024,79.5618999999987
工业化,4564,225.0,0.0024,79.5690999999987
趁,4565,225.0,0.0024,79.5474999999987
与此同时,4566,225.0,0.0024,79.5570999999987
独,4567,225.0,0.0024,79.5450999999987
一路,4568,225.0,0.0024,79.5546999999987
用户,4569,225.0,0.0024,79.5594999999987
两眼,4570,225.0,0.0024,79.5522999999987
庄稼,4571,225.0,0.0024,79.5498999999987
身材,4572,224.0,0.0023,79.5968999999987
常有,4573,224.0,0.0023,79.6014999999987
形体,4574,224.0,0.0023,79.6037999999987
不由,4575,224.0,0.0023,79.6060999999987
长短,4576,224.0,0.0023,79.6083999999987
窗,4577,224.0,0.0023,79.6106999999987
求证,4578,224.0,0.0023,79.6129999999987
尊敬,4579,224.0,0.0023,79.6152999999988
来不及,4580,224.0,0.0023,79.6175999999988
喊道,4581,224.0,0.0023,79.5991999999987
街,4582,224.0,0.0023,79.5876999999987
实体,4583,224.0,0.0023,79.5761999999987
马克思列宁主义,4584,224.0,0.0023,79.5784999999987
航行,4585,224.0,0.0023,79.5807999999987
杂交,4586,224.0,0.0023,79.5830999999987
病毒,4587,224.0,0.0023,79.5853999999987
头部,4588,224.0,0.0023,79.5945999999987
地貌,4589,224.0,0.0023,79.5922999999987
欢喜,4590,224.0,0.0023,79.5899999999987
水利,4591,223.0,0.0023,79.6543999999988
社会主义改造,4592,223.0,0.0023,79.6520999999988
望远镜,4593,223.0,0.0023,79.6497999999988
结实,4594,223.0,0.0023,79.6474999999988
一惊,4595,223.0,0.0023,79.6451999999988
食盐,4596,223.0,0.0023,79.6428999999988
可不是,4597,223.0,0.0023,79.6198999999988
幢,4598,223.0,0.0023,79.6405999999988
薄弱,4599,223.0,0.0023,79.6566999999989
撞,4600,223.0,0.0023,79.6221999999988
习俗,4601,223.0,0.0023,79.6359999999988
惊奇,4602,223.0,0.0023,79.6336999999988
光谱,4603,223.0,0.0023,79.6313999999988
往来,4604,223.0,0.0023,79.6290999999988
摔,4605,223.0,0.0023,79.6267999999988
占用,4606,223.0,0.0023,79.6244999999988
接收,4607,223.0,0.0023,79.6382999999988
视觉,4608,222.0,0.0023,79.6865999999989
泥土,4609,222.0,0.0023,79.6773999999989
害虫,4610,222.0,0.0023,79.6842999999989
中等,4611,222.0,0.0023,79.6888999999989
阴谋,4612,222.0,0.0023,79.6911999999989
年级,4613,222.0,0.0023,79.6934999999989
损伤,4614,222.0,0.0023,79.6957999999989
乐器,4615,222.0,0.0023,79.6796999999989
梅,4616,222.0,0.0023,79.6589999999989
一旁,4617,222.0,0.0023,79.6612999999989
使劲,4618,222.0,0.0023,79.6635999999989
今晚,4619,222.0,0.0023,79.6658999999989
脏,4620,222.0,0.0023,79.6681999999989
萌发,4621,222.0,0.0023,79.6727999999989
科长,4622,222.0,0.0023,79.6704999999989
输,4623,222.0,0.0023,79.6819999999989
放大,4624,222.0,0.0023,79.6750999999989
注入,4625,221.0,0.0023,79.725699999999
废,4626,221.0,0.0023,79.721099999999
联,4627,221.0,0.0023,79.730299999999
跨,4628,221.0,0.0023,79.732599999999
明年,4629,221.0,0.0023,79.734899999999
打听,4630,221.0,0.0023,79.7440999999991
学问,4631,221.0,0.0023,79.737199999999
怎么回事,4632,221.0,0.0023,79.739499999999
奖,4633,221.0,0.0023,79.741799999999
创,4634,221.0,0.0023,79.727999999999
性状,4635,221.0,0.0023,79.700399999999
圣经,4636,221.0,0.0023,79.6980999999989
平分,4637,221.0,0.0023,79.716499999999
忍受,4638,221.0,0.0023,79.723399999999
沉积,4639,221.0,0.0023,79.714199999999
寄生,4640,221.0,0.0023,79.711899999999
清晨,4641,221.0,0.0023,79.709599999999
肝,4642,221.0,0.0023,79.707299999999
感兴趣,4643,221.0,0.0023,79.704999999999
亏损,4644,221.0,0.0023,79.702699999999
三千,4645,221.0,0.0023,79.718799999999
饮食,4646,220.0,0.0023,79.7969999999992
步伐,4647,220.0,0.0023,79.7670999999991
信念,4648,220.0,0.0023,79.7808999999991
往下,4649,220.0,0.0023,79.7762999999991
稳,4650,220.0,0.0023,79.7739999999991
波兰,4651,220.0,0.0023,79.7831999999991
牵,4652,220.0,0.0023,79.7854999999991
关怀,4653,220.0,0.0023,79.7877999999992
媒介,4654,220.0,0.0023,79.7900999999992
教练,4655,220.0,0.0023,79.7923999999992
图象,4656,220.0,0.0023,79.7946999999992
春节,4657,220.0,0.0023,79.7785999999991
旅游,4658,220.0,0.0023,79.7693999999991
祭祀,4659,220.0,0.0023,79.7486999999991
凝结,4660,220.0,0.0023,79.7509999999991
打断,4661,220.0,0.0023,79.7532999999991
河北,4662,220.0,0.0023,79.7555999999991
凹,4663,220.0,0.0023,79.7578999999991
忽略,4664,220.0,0.0023,79.7716999999991
渴望,4665,220.0,0.0023,79.7624999999991
皱,4666,220.0,0.0023,79.7647999999991
天才,4667,220.0,0.0023,79.7601999999991
医疗,4668,220.0,0.0023,79.7463999999991
万物,4669,219.0,0.0023,79.8360999999993
刮,4670,219.0,0.0023,79.8475999999993
多半,4671,219.0,0.0023,79.8291999999992
胸前,4672,219.0,0.0023,79.8245999999992
鼠,4673,219.0,0.0023,79.8199999999992
多种多样,4674,219.0,0.0023,79.8337999999993
制止,4675,219.0,0.0023,79.8314999999993
形式上,4676,219.0,0.0023,79.8383999999993
讲到,4677,219.0,0.0023,79.8406999999993
奔,4678,219.0,0.0023,79.8429999999993
百姓,4679,219.0,0.0023,79.8452999999993
抓紧,4680,219.0,0.0023,79.8268999999992
推开,4681,219.0,0.0023,79.7992999999992
窝,4682,219.0,0.0023,79.8038999999992
酒精,4683,219.0,0.0023,79.8061999999992
策略,4684,219.0,0.0023,79.8084999999992
水果,4685,219.0,0.0023,79.8015999999992
残,4686,219.0,0.0023,79.8107999999992
封建主义,4687,219.0,0.0023,79.8130999999992
万一,4688,219.0,0.0023,79.8153999999992
二十三,4689,219.0,0.0023,79.8176999999992
低温,4690,219.0,0.0023,79.8222999999992
金钱,4691,218.0,0.0023,79.8682999999993
狠狠,4692,218.0,0.0023,79.8820999999994
地层,4693,218.0,0.0023,79.8797999999994
住宅,4694,218.0,0.0023,79.8774999999994
规格,4695,218.0,0.0023,79.8751999999994
要不,4696,218.0,0.0023,79.8728999999993
说起,4697,218.0,0.0023,79.8498999999993
抢救,4698,218.0,0.0023,79.8705999999993
舌头,4699,218.0,0.0023,79.8843999999994
应付,4700,218.0,0.0023,79.8521999999993
光学,4701,218.0,0.0023,79.8659999999993
子弹,4702,218.0,0.0023,79.8636999999993
扛,4703,218.0,0.0023,79.8613999999993
明明,4704,218.0,0.0023,79.8590999999993
游泳,4705,218.0,0.0023,79.8567999999993
提取,4706,218.0,0.0023,79.8544999999993
仍旧,4707,217.0,0.0023,79.9280999999995
起初,4708,217.0,0.0023,79.9050999999994
高中,4709,217.0,0.0023,79.9211999999995
体温,4710,217.0,0.0023,79.9257999999995
弟兄,4711,217.0,0.0023,79.9188999999995
对照,4712,217.0,0.0023,79.9165999999994
纬度,4713,217.0,0.0023,79.9142999999994
附着,4714,217.0,0.0023,79.9119999999994
选用,4715,217.0,0.0023,79.9096999999994
输送,4716,217.0,0.0023,79.9234999999995
奴隶制,4717,217.0,0.0023,79.9027999999994
外来,4718,217.0,0.0023,79.8866999999994
歌唱,4719,217.0,0.0023,79.8889999999994
协会,4720,217.0,0.0023,79.8912999999994
中年,4721,217.0,0.0023,79.8935999999994
零售,4722,217.0,0.0023,79.8958999999994
坡,4723,217.0,0.0023,79.8981999999994
用品,4724,217.0,0.0023,79.9073999999994
饮,4725,217.0,0.0023,79.9004999999994
价值规律,4726,216.0,0.0023,79.9671999999996
恰好,4727,216.0,0.0023,79.9832999999996
外地,4728,216.0,0.0023,79.9648999999996
船舶,4729,216.0,0.0023,79.9579999999995
拟,4730,216.0,0.0023,79.9694999999996
惩罚,4731,216.0,0.0023,79.9510999999995
巧,4732,216.0,0.0023,79.9717999999996
一同,4733,216.0,0.0023,79.9625999999996
高达,4734,216.0,0.0023,79.9740999999996
实质上,4735,216.0,0.0023,79.9763999999996
自治县,4736,216.0,0.0023,79.9786999999996
商品流通,4737,216.0,0.0023,79.9809999999996
师长,4738,216.0,0.0023,79.9602999999995
娱乐,4739,216.0,0.0023,79.9533999999995
难得,4740,216.0,0.0023,79.9326999999995
效力,4741,216.0,0.0023,79.9349999999995
事迹,4742,216.0,0.0023,79.9372999999995
臭,4743,216.0,0.0023,79.9418999999995
昼夜,4744,216.0,0.0023,79.9441999999995
自愿,4745,216.0,0.0023,79.9464999999995
必定,4746,216.0,0.0023,79.9556999999995
饭店,4747,216.0,0.0023,79.9487999999995
葡萄,4748,216.0,0.0023,79.9303999999995
遗产,4749,216.0,0.0023,79.9395999999995
退休,4750,215.0,0.0022,80.0316999999996
递给,4751,215.0,0.0022,80.0162999999996
一般说来,4752,215.0,0.0022,80.0096999999996
讨厌,4753,215.0,0.0022,80.0184999999996
屁股,4754,215.0,0.0022,80.0206999999996
构思,4755,215.0,0.0022,80.0228999999996
侵入,4756,215.0,0.0022,80.0250999999996
绳,4757,215.0,0.0022,80.0272999999996
两手,4758,215.0,0.0022,80.0294999999996
几何,4759,215.0,0.0022,80.0140999999996
响起,4760,215.0,0.0022,80.0052999999996
死后,4761,215.0,0.0022,79.9876999999996
四边形,4762,215.0,0.0022,80.0118999999996
傍晚,4763,215.0,0.0022,79.9898999999996
剪,4764,215.0,0.0022,79.9920999999996
寄,4765,215.0,0.0022,79.9854999999996
化合,4766,215.0,0.0022,79.9942999999996
前方,4767,215.0,0.0022,79.9964999999996
电磁,4768,215.0,0.0022,79.9986999999996
痕迹,4769,215.0,0.0022,80.0008999999996
所长,4770,215.0,0.0022,80.0074999999996
变迁,4771,215.0,0.0022,80.0030999999996
贫困,4772,214.0,0.0022,80.0646999999997
各人,4773,214.0,0.0022,80.0866999999997
哈,4774,214.0,0.0022,80.0668999999997
首次,4775,214.0,0.0022,80.0602999999997
打扮,4776,214.0,0.0022,80.0712999999997
治病,4777,214.0,0.0022,80.0734999999997
附,4778,214.0,0.0022,80.0756999999997
风险,4779,214.0,0.0022,80.0778999999997
操纵,4780,214.0,0.0022,80.0800999999997
这种,4781,214.0,0.0022,80.0822999999997
梢,4782,214.0,0.0022,80.0844999999997
再生产,4783,214.0,0.0022,80.0690999999997
发掘,4784,214.0,0.0022,80.0536999999997
死者,4785,214.0,0.0022,80.0382999999997
神圣,4786,214.0,0.0022,80.0404999999997
压缩,4787,214.0,0.0022,80.0426999999997
扩散,4788,214.0,0.0022,80.0448999999997
聚,4789,214.0,0.0022,80.0360999999996
起作用,4790,214.0,0.0022,80.0470999999997
心想,4791,214.0,0.0022,80.0492999999997
做成,4792,214.0,0.0022,80.0338999999996
伴随,4793,214.0,0.0022,80.0514999999997
考核,4794,214.0,0.0022,80.0624999999997
伦理,4795,214.0,0.0022,80.0580999999997
精心,4796,214.0,0.0022,80.0558999999997
逮捕,4797,213.0,0.0022,80.1064999999997
浓厚,4798,213.0,0.0022,80.1196999999997
犹如,4799,213.0,0.0022,80.1174999999997
摄,4800,213.0,0.0022,80.1152999999997
显出,4801,213.0,0.0022,80.1130999999997
收回,4802,213.0,0.0022,80.1108999999997
帮忙,4803,213.0,0.0022,80.0888999999997
婚,4804,213.0,0.0022,80.1086999999997
规律性,4805,213.0,0.0022,80.1218999999997
孙子,4806,213.0,0.0022,80.0910999999997
小于,4807,213.0,0.0022,80.1042999999997
好事,4808,213.0,0.0022,80.1020999999997
乡镇企业,4809,213.0,0.0022,80.0998999999997
低声,4810,213.0,0.0022,80.0976999999997
窗口,4811,213.0,0.0022,80.0954999999997
雨水,4812,213.0,0.0022,80.0932999999997
张开,4813,212.0,0.0022,80.1548999999998
传到,4814,212.0,0.0022,80.1570999999998
三月,4815,212.0,0.0022,80.1438999999997
庙,4816,212.0,0.0022,80.1482999999998
晚饭,4817,212.0,0.0022,80.1504999999998
内战,4818,212.0,0.0022,80.1592999999998
脉,4819,212.0,0.0022,80.1614999999998
财务,4820,212.0,0.0022,80.1636999999998
术,4821,212.0,0.0022,80.1658999999998
中外,4822,212.0,0.0022,80.1680999999998
咳,4823,212.0,0.0022,80.1526999999998
航空,4824,212.0,0.0022,80.1416999999997
钻进,4825,212.0,0.0022,80.1240999999997
演化,4826,212.0,0.0022,80.1262999999997
亲人,4827,212.0,0.0022,80.1284999999997
社会科学,4828,212.0,0.0022,80.1306999999997
破产,4829,212.0,0.0022,80.1328999999997
夺,4830,212.0,0.0022,80.1350999999997
当初,4831,212.0,0.0022,80.1372999999997
崭新,4832,212.0,0.0022,80.1460999999997
担负,4833,212.0,0.0022,80.1394999999997
意象,4834,211.0,0.0022,80.2142999999998
阻力,4835,211.0,0.0022,80.2076999999998
攻,4836,211.0,0.0022,80.2010999999998
确切,4837,211.0,0.0022,80.2098999999998
中华,4838,211.0,0.0022,80.1944999999998
跳舞,4839,211.0,0.0022,80.2120999999998
首长,4840,211.0,0.0022,80.2054999999998
之际,4841,211.0,0.0022,80.2274999999998
说说,4842,211.0,0.0022,80.2164999999998
像是,4843,211.0,0.0022,80.2186999999998
哎呀,4844,211.0,0.0022,80.2230999999998
亲属,4845,211.0,0.0022,80.2252999999998
住房,4846,211.0,0.0022,80.2208999999998
前往,4847,211.0,0.0022,80.2032999999998
旅,4848,211.0,0.0022,80.1966999999998
庄严,4849,211.0,0.0022,80.1702999999998
遥远,4850,211.0,0.0022,80.1834999999998
迁,4851,211.0,0.0022,80.1768999999998
不及,4852,211.0,0.0022,80.1790999999998
王国,4853,211.0,0.0022,80.1812999999998
蜜蜂,4854,211.0,0.0022,80.1746999999998
说不定,4855,211.0,0.0022,80.1856999999998
细节,4856,211.0,0.0022,80.1878999999998
狼,4857,211.0,0.0022,80.1900999999998
党内,4858,211.0,0.0022,80.1988999999998
丛,4859,211.0,0.0022,80.1922999999998
疲劳,4860,211.0,0.0022,80.1724999999998
老年人,4861,210.0,0.0022,80.2648999999999
伴,4862,210.0,0.0022,80.2802999999999
京剧,4863,210.0,0.0022,80.2626999999999
空前,4864,210.0,0.0022,80.2560999999998
海外,4865,210.0,0.0022,80.2670999999999
一万,4866,210.0,0.0022,80.2692999999999
工商业,4867,210.0,0.0022,80.2714999999999
疏,4868,210.0,0.0022,80.2736999999999
或者说,4869,210.0,0.0022,80.2758999999999
占据,4870,210.0,0.0022,80.2494999999998
疼痛,4871,210.0,0.0022,80.2780999999999
村子,4872,210.0,0.0022,80.2582999999998
盛行,4873,210.0,0.0022,80.2604999999999
旅客,4874,210.0,0.0022,80.2318999999998
严厉,4875,210.0,0.0022,80.2340999999998
矿产,4876,210.0,0.0022,80.2362999999998
官兵,4877,210.0,0.0022,80.2384999999998
付出,4878,210.0,0.0022,80.2406999999998
看起来,4879,210.0,0.0022,80.2538999999998
新四军,4880,210.0,0.0022,80.2450999999998
思潮,4881,210.0,0.0022,80.2296999999998
谱,4882,210.0,0.0022,80.2472999999998
生产方式,4883,210.0,0.0022,80.2428999999998
迫使,4884,210.0,0.0022,80.2516999999998
镜子,4885,209.0,0.0022,80.3044999999999
配套,4886,209.0,0.0022,80.3088999999999
乳,4887,209.0,0.0022,80.3110999999999
教室,4888,209.0,0.0022,80.3132999999999
防御,4889,209.0,0.0022,80.3242999999999
恐惧,4890,209.0,0.0022,80.3154999999999
透镜,4891,209.0,0.0022,80.3176999999999
屏幕,4892,209.0,0.0022,80.3198999999999
魅力,4893,209.0,0.0022,80.3220999999999
仗,4894,209.0,0.0022,80.3066999999999
岁月,4895,209.0,0.0022,80.3022999999999
大伯,4896,209.0,0.0022,80.2846999999999
磁,4897,209.0,0.0022,80.2868999999999
桩,4898,209.0,0.0022,80.2890999999999
不通,4899,209.0,0.0022,80.2824999999999
老虎,4900,209.0,0.0022,80.2912999999999
电场,4901,209.0,0.0022,80.2934999999999
无比,4902,209.0,0.0022,80.3000999999999
岩,4903,209.0,0.0022,80.2978999999999
平方米,4904,209.0,0.0022,80.3264999999999
潮湿,4905,209.0,0.0022,80.2956999999999
修建,4906,208.0,0.0022,80.3682999999999
码头,4907,208.0,0.0022,80.3506999999999
组长,4908,208.0,0.0022,80.3660999999999
期望,4909,208.0,0.0022,80.3638999999999
气压,4910,208.0,0.0022,80.3616999999999
管辖,4911,208.0,0.0022,80.3594999999999
难免,4912,208.0,0.0022,80.3572999999999
展览,4913,208.0,0.0022,80.3550999999999
善良,4914,208.0,0.0022,80.3528999999999
州,4915,208.0,0.0022,80.3705
人心,4916,208.0,0.0022,80.3440999999999
这么说,4917,208.0,0.0022,80.3308999999999
出路,4918,208.0,0.0022,80.3330999999999
木材,4919,208.0,0.0022,80.3352999999999
助手,4920,208.0,0.0022,80.3374999999999
主权,4921,208.0,0.0022,80.3396999999999
猛烈,4922,208.0,0.0022,80.3484999999999
若是,4923,208.0,0.0022,80.3418999999999
联合国,4924,208.0,0.0022,80.3462999999999
四月,4925,208.0,0.0022,80.3286999999999
侦察,4926,207.0,0.0022,80.3859
树叶,4927,207.0,0.0022,80.4079
千米,4928,207.0,0.0022,80.4057
借鉴,4929,207.0,0.0022,80.4035
发布,4930,207.0,0.0022,80.4013
站在,4931,207.0,0.0022,80.3991
增高,4932,207.0,0.0022,80.3969
萌芽,4933,207.0,0.0022,80.3947
保守,4934,207.0,0.0022,80.3903
杆,4935,207.0,0.0022,80.4101
偏偏,4936,207.0,0.0022,80.4123
来往,4937,207.0,0.0022,80.3727
颁布,4938,207.0,0.0022,80.3749
人造,4939,207.0,0.0022,80.3771
女的,4940,207.0,0.0022,80.3793
里边,4941,207.0,0.0022,80.3815
短期,4942,207.0,0.0022,80.3837
使命,4943,207.0,0.0022,80.3925
外国人,4944,207.0,0.0022,80.3881
壁画,4945,206.0,0.0022,80.4365
灵感,4946,206.0,0.0022,80.4409
洪水,4947,206.0,0.0022,80.4431
打量,4948,206.0,0.0022,80.4453
生物学,4949,206.0,0.0022,80.4475
连连,4950,206.0,0.0022,80.4585
感激,4951,206.0,0.0022,80.4497
砖,4952,206.0,0.0022,80.4519
兔,4953,206.0,0.0022,80.4541
硫,4954,206.0,0.0022,80.4563
低头,4955,206.0,0.0022,80.4607
郑,4956,206.0,0.0022,80.4145
诸如,4957,206.0,0.0022,80.4211
睡着,4958,206.0,0.0022,80.4189
电力,4959,206.0,0.0022,80.4387
第五,4960,206.0,0.0022,80.4233
缘,4961,206.0,0.0022,80.4255
台风,4962,206.0,0.0022,80.4277
位移,4963,206.0,0.0022,80.4299
溜,4964,206.0,0.0022,80.4343
询问,4965,206.0,0.0022,80.4321
杭州,4966,206.0,0.0022,80.4167
疯狂,4967,205.0,0.0021,80.488
放松,4968,205.0,0.0021,80.4838
能动,4969,205.0,0.0021,80.4901
奉,4970,205.0,0.0021,80.4922
粘,4971,205.0,0.0021,80.4943
招,4972,205.0,0.0021,80.4964
否,4973,205.0,0.0021,80.4985
带动,4974,205.0,0.0021,80.5006
教导,4975,205.0,0.0021,80.4796
飞跃,4976,205.0,0.0021,80.5027
优越性,4977,205.0,0.0021,80.4859
职责,4978,205.0,0.0021,80.4775
时时,4979,205.0,0.0021,80.4649
将要,4980,205.0,0.0021,80.467
赶上,4981,205.0,0.0021,80.4691
灰色,4982,205.0,0.0021,80.4712
字母,4983,205.0,0.0021,80.4733
恰恰,4984,205.0,0.0021,80.4817
染,4985,205.0,0.0021,80.4754
词义,4986,205.0,0.0021,80.4628
有无,4987,204.0,0.0021,80.5069
官吏,4988,204.0,0.0021,80.5489
二月,4989,204.0,0.0021,80.53
尝,4990,204.0,0.0021,80.5342
书面,4991,204.0,0.0021,80.5279
次数,4992,204.0,0.0021,80.5363
手上,4993,204.0,0.0021,80.5384
轮船,4994,204.0,0.0021,80.5405
讨,4995,204.0,0.0021,80.5426
互助,4996,204.0,0.0021,80.5447
糊涂,4997,204.0,0.0021,80.5468
发病,4998,204.0,0.0021,80.5321
没法,4999,204.0,0.0021,80.5048
意识形态,5000,204.0,0.0021,80.5237
杀人,5001,204.0,0.0021,80.5216
长远,5002,204.0,0.0021,80.5195
敢于,5003,204.0,0.0021,80.5174
开玩笑,5004,204.0,0.0021,80.5153
战役,5005,204.0,0.0021,80.5132
呐,5006,204.0,0.0021,80.5111
治理,5007,204.0,0.0021,80.5258
辛苦,5008,204.0,0.0021,80.509
交叉,5009,203.0,0.0021,80.5783
味道,5010,203.0,0.0021,80.5825
存款,5011,203.0,0.0021,80.5846
凸,5012,203.0,0.0021,80.5867
轻工业,5013,203.0,0.0021,80.5887999999999
吃惊,5014,203.0,0.0021,80.6013999999999
全省,5015,203.0,0.0021,80.5908999999999
山西,5016,203.0,0.0021,80.5929999999999
激起,5017,203.0,0.0021,80.5950999999999
代价,5018,203.0,0.0021,80.5971999999999
伯,5019,203.0,0.0021,80.5741
饥饿,5020,203.0,0.0021,80.5992999999999
砍,5021,203.0,0.0021,80.5804
二十一,5022,203.0,0.0021,80.6034999999999
交谈,5023,203.0,0.0021,80.5552
四化,5024,203.0,0.0021,80.5594
票,5025,203.0,0.0021,80.5615
保险,5026,203.0,0.0021,80.5531
音响,5027,203.0,0.0021,80.5636
焦急,5028,203.0,0.0021,80.5657
消,5029,203.0,0.0021,80.5678
模拟,5030,203.0,0.0021,80.5699
改革开放,5031,203.0,0.0021,80.5762
站长,5032,203.0,0.0021,80.572
战友,5033,203.0,0.0021,80.551
感觉到,5034,203.0,0.0021,80.5573
高空,5035,202.0,0.0021,80.6412999999999
拳头,5036,202.0,0.0021,80.6328999999999
景色,5037,202.0,0.0021,80.6370999999999
自杀,5038,202.0,0.0021,80.6286999999999
老子,5039,202.0,0.0021,80.6391999999999
法西斯,5040,202.0,0.0021,80.6433999999999
房里,5041,202.0,0.0021,80.6454999999999
面向,5042,202.0,0.0021,80.6475999999999
部署,5043,202.0,0.0021,80.6496999999999
堆积,5044,202.0,0.0021,80.6517999999999
一行,5045,202.0,0.0021,80.6538999999999
先是,5046,202.0,0.0021,80.6349999999999
衣裳,5047,202.0,0.0021,80.6223999999999
暗暗,5048,202.0,0.0021,80.6076999999999
浪,5049,202.0,0.0021,80.6097999999999
又称,5050,202.0,0.0021,80.6118999999999
着手,5051,202.0,0.0021,80.6139999999999
投降,5052,202.0,0.0021,80.6160999999999
府,5053,202.0,0.0021,80.6244999999999
圆形,5054,202.0,0.0021,80.6181999999999
无人,5055,202.0,0.0021,80.6307999999999
岸,5056,202.0,0.0021,80.6265999999999
